fecha,Total de cuentas validadas,"Cuentas validadas de Banco Autofin México, S.A.","Cuentas validadas de Banco Bancrea, S.A.","Cuentas validadas de Banco Ahorro Famsa, S.A.","Cuentas validadas de Bansi, S.A.","Cuentas validadas de BanCoppel, S.A.","Cuentas validadas de Banco del Bajío, S.A.","Cuentas validadas de Banco Base, S.A.","Cuentas validadas de Bankaool, S.A.","Cuentas validadas de Banco del Ahorro Nacional y Servicios Financieros, S.N.C.",Cuentas validadas de Banco Regional S.A.,"Cuentas validadas de Banco Actinver, S.A.","Cuentas validadas de Banco Azteca, S.A.","Cuentas validadas de Banco Nacional del Ejército, Fuerza Aérea y Armada","Cuentas validadas de Banco Mercantil del Norte, S.A.","Cuentas validadas de Banca Afirme, S.A.","Cuentas validadas de ABC Capital, S.A.","Cuentas validadas de Banco Nacional de México, S.A.","Cuentas validadas de Opciones Empresariales del Noreste, S.A. de C.V.","Cuentas validadas de BBVA Bancomer, S.A.","Cuentas validadas de Scotiabank Inverlat, S.A.","Cuentas validadas de Intercam Banco, S.A.","Cuentas validadas de Banca Mifel, S.A.","Cuentas validadas de Banco Ve Por Mas, S.A.","Cuentas validadas de Banco Pagatodo, S.A.","Cuentas validadas de Fundación Dondé Banco, S.A.","Cuentas validadas de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Cuentas validadas de Banco Monex, S.A.","Cuentas validadas de Banco Compartamos, S.A.","Cuentas validadas de HSBC México, S.A.","Cuentas validadas de Banco Inbursa, S.A.","Cuentas validadas de CIBanco, S.A.","Cuentas validadas de Banco Invex, S.A.","Cuentas validadas de Banco Santander (México), S.A.","Cuentas validadas de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Cuentas validadas de Banco Multiva, S.A.","Cuentas validadas de Banco Inmobiliario Mexicano, S.A.","Cuentas validadas de Consubanco, S.A","Cuentas validadas de Banco Sabadell, S.A.","Cuentas validadas de Accendo Banco, S.A.","Cuentas validadas de Operadora de Pagos Móviles de México, S.A de C.V."
2021-11-05,"14,256",0,0,N/E,0,"2,353",25,0,3,0,73,0,405,16,269,29,0,"2,032",8,"8,203",226,1,1,1,13,0,0,0,7,349,34,0,0,198,8,0,0,2,0,N/E,0
2021-11-06,"11,225",1,0,N/E,0,"2,286",14,0,0,0,85,0,479,18,167,19,0,"1,194",3,"7,066",153,0,1,0,17,0,0,0,9,-142,25,0,0,-180,9,0,0,0,1,N/E,0
2021-11-07,"9,573",0,0,N/E,0,"2,026",4,0,0,0,66,1,402,8,165,9,0,914,1,"5,470",119,5,0,0,5,0,0,1,3,179,15,0,0,169,10,0,0,1,0,N/E,0
2021-11-08,"14,152",0,0,N/E,0,"2,366",15,0,1,0,74,0,506,15,232,50,1,"1,377",7,"8,766",195,1,4,0,8,0,0,0,12,235,22,0,0,246,18,0,0,0,1,N/E,0
2021-11-09,"13,974",2,1,N/E,0,"2,278",14,0,0,0,75,1,464,32,255,29,2,"1,671",9,"8,337",185,2,1,0,15,0,0,0,8,320,28,0,0,229,15,0,0,0,1,N/E,0
2021-11-10,"15,509",1,0,N/E,0,"2,398",9,0,1,0,81,0,447,46,330,53,0,"1,947",7,"9,360",228,4,5,0,13,0,0,0,8,272,35,0,0,250,13,0,0,0,1,N/E,0
2021-11-11,"15,859",1,0,N/E,0,"2,411",20,0,1,0,81,1,485,44,333,35,0,"1,759",10,"9,774",225,2,4,1,14,0,-1,1,5,323,32,0,0,286,10,0,0,2,0,N/E,0
2021-11-12,"5,163",0,0,N/E,0,"2,078",25,0,3,0,101,1,617,31,391,38,0,"2,168",11,"-1,545",330,3,1,0,10,0,0,0,7,466,46,0,0,366,11,0,0,0,4,N/E,0
2021-11-13,"13,657",0,0,N/E,0,"2,450",15,0,0,0,93,0,511,27,279,34,0,"1,367",0,"7,996",184,1,0,1,6,0,1,0,5,317,31,0,1,332,6,0,0,0,0,N/E,0
2021-11-14,"12,303",0,0,N/E,0,"2,372",12,0,0,0,72,1,408,16,183,24,0,"1,068",1,"7,477",134,-1,2,0,2,0,0,0,5,232,20,0,0,268,6,0,0,1,0,N/E,0
2021-11-15,"14,529",2,0,N/E,0,"2,748",12,0,0,0,83,0,511,19,200,26,0,"1,283",2,"8,866",187,0,0,0,3,0,0,0,5,244,24,1,0,303,9,0,0,0,1,N/E,0
2021-11-16,"17,750",0,0,N/E,0,"2,764",16,0,1,0,104,1,551,23,326,38,0,"1,585",9,"11,420",227,3,2,0,12,0,1,0,11,325,35,0,0,283,12,0,0,0,1,N/E,0
2021-11-17,"16,374",1,0,N/E,0,"2,584",18,0,2,0,79,0,522,30,232,33,0,"2,036",11,"9,944",239,3,2,0,9,0,0,0,7,300,23,3,0,281,15,0,0,0,0,N/E,0
2021-11-18,"15,702",1,0,N/E,0,"2,465",15,0,0,0,89,1,437,14,241,38,0,"2,007",11,"9,477",237,1,1,0,2,0,0,0,6,330,28,0,0,286,15,0,0,0,0,N/E,0
2021-11-19,"16,488",0,1,N/E,0,"2,461",16,0,1,0,73,0,477,20,256,42,0,"1,973",8,"10,288",205,7,3,1,5,0,2,1,3,325,34,0,0,271,15,0,0,0,0,N/E,0
2021-11-20,"12,749",1,0,N/E,0,"2,504",19,0,1,0,81,1,480,28,219,17,0,"1,194",1,"7,488",192,1,2,2,3,0,0,0,3,273,16,0,0,217,5,0,0,1,0,N/E,0
2021-11-21,"10,641",1,0,N/E,0,"2,161",8,0,1,0,89,0,450,10,145,12,0,798,0,"6,405",148,0,1,0,3,0,1,0,6,178,25,0,0,189,10,0,0,0,0,N/E,0
2021-11-22,"15,569",2,0,N/E,0,"2,577",10,0,0,0,90,0,518,17,210,26,0,"1,643",4,"9,745",203,1,1,0,5,0,0,0,12,248,33,0,0,211,11,0,0,0,2,N/E,0
2021-11-23,"15,226",1,0,N/E,0,"2,627",17,0,1,0,99,0,556,11,212,28,0,"1,778",15,"9,145",197,3,2,0,10,0,0,0,6,233,31,0,0,241,13,0,0,0,0,N/E,0
2021-11-24,"14,553",0,0,N/E,0,"2,535",14,0,0,0,110,1,446,30,190,31,0,"1,815",10,"8,593",220,3,4,0,5,0,1,1,4,276,32,0,1,235,-5,0,0,1,0,N/E,0
2021-11-25,"15,126",0,0,N/E,0,"2,535",12,0,2,0,139,0,454,20,228,42,0,"1,976",4,"8,863",240,5,1,0,2,0,0,0,5,292,34,2,0,254,16,0,0,0,0,N/E,0
2021-11-26,"15,937",0,0,N/E,0,"2,310",18,0,1,0,102,0,541,15,298,51,0,"1,891",13,"9,691",244,3,4,0,5,0,0,1,6,405,45,0,0,272,20,0,0,1,0,N/E,0
2021-11-27,"10,698",1,0,N/E,0,"2,329",8,0,1,0,103,0,543,17,222,23,0,-79,3,"6,730",178,-1,1,0,2,0,1,0,6,341,24,0,0,237,7,0,0,1,0,N/E,0
2021-11-28,"10,625",0,0,N/E,0,"2,261",5,0,0,0,79,0,453,15,154,14,0,989,1,"5,971",169,0,1,1,8,0,0,0,3,320,23,0,0,151,5,0,0,1,1,N/E,0
2021-11-29,"14,666",0,2,N/E,1,"2,615",20,0,0,0,78,0,462,27,265,22,0,"1,490",9,"8,813",173,-1,1,2,10,0,0,1,3,391,32,1,0,244,5,0,0,0,0,N/E,0
2021-11-30,"16,308",1,0,N/E,0,"2,974",21,0,1,0,126,0,566,25,273,49,0,"1,980",12,"9,120",259,4,4,0,10,0,0,0,10,445,42,1,0,378,7,0,0,0,0,N/E,0
2021-12-01,"8,501",0,0,N/E,0,"2,912",10,0,1,0,115,0,580,31,303,33,0,"2,045",8,"1,470",252,-1,5,1,18,0,0,0,8,325,43,0,0,330,11,0,0,1,0,N/E,0
2021-12-02,"16,718",2,0,N/E,2,"2,571",15,0,1,0,116,0,542,37,287,33,0,"1,950",3,"10,233",241,8,0,0,11,0,0,0,6,362,42,1,0,246,9,0,0,0,0,N/E,0
2021-12-03,"16,076",0,0,N/E,0,"2,401",14,0,1,0,97,1,530,20,232,20,0,"1,851",15,"9,909",235,4,3,0,12,0,0,0,6,402,31,1,0,281,8,0,0,1,1,N/E,0
2021-12-04,"13,729",1,0,N/E,0,"2,528",6,0,0,0,106,0,652,21,263,25,0,"1,523",0,"7,628",189,1,1,2,9,0,0,0,2,354,40,0,0,370,6,0,0,1,1,N/E,0
2021-12-05,"10,616",0,0,N/E,0,"2,218",10,0,0,0,91,0,435,20,141,15,0,980,1,"6,101",135,3,2,0,9,0,0,0,6,251,15,0,0,169,12,0,0,2,0,N/E,0
2021-12-06,"15,314",2,0,N/E,1,"2,629",15,0,1,0,97,0,523,15,215,34,0,"1,697",5,"9,215",221,1,0,0,9,0,1,1,8,337,30,1,0,246,10,0,0,0,0,N/E,0
2021-12-07,"15,480",1,0,N/E,0,"2,534",21,0,1,0,93,0,554,25,227,32,0,"2,051",10,"9,087",205,0,2,1,10,0,0,0,6,293,38,0,0,270,18,0,0,0,1,N/E,0
2021-12-08,"14,998",1,0,N/E,0,"2,484",21,0,1,0,107,0,555,23,215,43,0,"1,840",9,"8,862",225,6,4,0,6,0,0,1,8,270,48,0,0,258,11,0,0,0,0,N/E,0
2021-12-09,"14,119",0,0,N/E,0,"2,353",13,0,1,0,88,2,537,18,251,42,0,"1,750",10,"8,207",260,3,10,0,4,0,0,0,9,265,46,0,0,236,13,0,0,0,1,N/E,0
2021-12-10,"14,632",0,0,N/E,1,"1,888",23,0,0,0,102,0,523,32,306,33,0,"1,774",10,"8,916",264,2,1,2,9,0,0,1,7,399,47,1,0,265,26,0,0,0,0,N/E,0
2021-12-11,"11,806",1,0,N/E,0,"2,453",11,0,0,0,69,0,447,15,162,23,0,"1,173",0,"6,709",190,3,2,0,7,0,-1,0,3,256,33,0,1,240,9,0,0,0,0,N/E,0
2021-12-12,"10,112",0,0,N/E,0,"2,054",9,0,0,0,73,1,440,12,143,18,0,845,1,"5,908",128,2,1,0,5,0,1,0,2,192,17,0,0,251,8,0,0,1,0,N/E,0
2021-12-13,"13,259",0,0,N/E,0,"2,367",9,0,2,0,94,1,508,29,249,39,0,"1,602",2,"7,574",220,6,2,1,9,0,0,0,6,247,31,0,0,248,12,0,0,1,0,N/E,0
2021-12-14,"15,828",1,0,N/E,0,"2,708",30,0,2,0,103,1,559,41,263,47,0,"1,913",14,"9,255",224,1,2,0,10,0,3,1,6,289,27,2,0,315,11,0,0,0,0,N/E,0
2021-12-15,"16,494",0,0,N/E,0,"2,871",20,0,2,0,103,1,613,40,307,39,0,"1,700",7,"9,816",230,2,2,0,4,0,-1,0,3,351,36,0,1,341,6,0,0,0,0,N/E,0
2021-12-16,"15,215",1,0,N/E,0,"2,731",17,0,3,0,78,0,476,21,252,26,0,"1,645",1,"8,980",238,-1,3,0,5,0,1,0,3,404,35,0,0,289,7,0,0,0,0,N/E,0
2021-12-17,"14,037",1,0,N/E,0,"2,066",19,0,2,0,85,0,492,15,196,25,0,"1,317",6,"8,779",236,2,4,0,8,0,0,0,8,413,40,0,0,311,12,0,0,0,0,N/E,0
2021-12-18,"11,978",0,0,N/E,0,"2,042",18,0,1,0,81,0,469,24,219,26,0,"1,180",0,"7,184",197,2,1,0,2,0,1,0,3,243,22,0,0,253,10,0,0,0,0,N/E,0
2021-12-19,"10,538",0,0,N/E,0,"2,396",10,0,0,0,62,1,455,15,164,12,0,945,0,"5,853",119,1,1,1,7,0,0,0,3,275,11,0,0,202,5,0,0,0,0,N/E,0
2021-12-20,"15,520",1,0,N/E,0,"2,706",21,0,2,0,84,0,552,20,248,38,0,"1,657",6,"9,183",203,2,1,0,5,0,0,0,9,394,32,0,0,345,10,0,0,0,1,N/E,0
2021-12-21,"14,672",2,0,N/E,0,"2,471",10,0,2,0,84,0,463,22,262,37,0,"1,652",6,"8,769",211,1,5,0,6,0,0,0,5,338,32,0,0,287,6,0,0,1,0,N/E,0
2021-12-22,"14,178",2,0,N/E,0,"2,383",12,0,2,0,93,0,474,25,186,35,0,"1,573",10,"8,436",202,3,0,1,4,0,0,0,5,389,31,0,0,297,15,0,0,0,0,N/E,0
2021-12-23,"14,008",0,0,N/E,0,"2,244",15,0,0,0,76,1,544,16,259,39,0,"1,649",15,"8,283",206,5,5,0,6,0,0,0,8,287,30,0,0,309,11,0,0,0,0,N/E,0
2021-12-24,"10,885",1,0,N/E,0,"1,829",18,0,1,0,68,0,464,22,161,22,0,"1,182",4,"6,478",152,1,1,0,2,0,0,0,0,235,22,0,0,215,6,0,0,1,0,N/E,0
2021-12-25,"6,801",0,0,N/E,0,871,7,0,0,0,56,0,326,9,105,6,0,692,0,"4,354",94,0,0,0,0,0,-1,0,3,145,19,0,0,125,-11,0,0,1,0,N/E,0
2021-12-26,"9,361",1,0,N/E,0,"1,943",11,0,0,0,69,0,427,10,112,5,0,861,0,"5,466",108,2,0,0,2,0,0,0,5,136,11,0,0,162,30,0,0,0,0,N/E,0
2021-12-27,"14,525",0,0,N/E,0,"2,607",14,0,0,0,96,0,465,17,211,22,0,"1,714",1,"8,647",198,3,1,0,8,0,0,0,8,244,21,0,0,239,8,0,0,1,0,N/E,0
2021-12-28,"14,407",1,0,N/E,0,"2,499",12,0,0,0,95,1,490,31,204,25,0,"1,709",6,"8,611",163,0,0,0,6,0,1,0,6,254,35,0,0,251,5,0,0,0,2,N/E,0
2021-12-29,"14,541",0,0,N/E,0,"2,547",10,0,1,0,95,0,483,40,226,33,0,"1,803",4,"8,517",206,0,1,0,8,0,0,0,14,249,38,0,0,255,11,0,0,0,0,N/E,0
2021-12-30,"12,686",1,0,N/E,0,"2,525",16,0,1,0,119,0,486,21,233,56,0,"1,829",8,"6,522",206,0,1,1,-1,0,1,0,2,322,49,1,0,279,8,0,0,0,0,N/E,0
2021-12-31,"12,969",1,0,N/E,0,"1,926",15,0,1,0,64,0,462,23,189,23,0,"1,357",1,"8,298",145,2,1,0,0,0,0,1,5,196,35,0,0,216,8,0,0,0,0,N/E,0
2022-01-01,"4,699",0,0,N/E,0,746,8,0,0,0,54,1,337,10,110,6,0,658,0,"2,337",102,1,2,0,-2,0,0,0,5,126,16,30,0,139,13,0,0,0,0,N/E,0
2022-01-02,"10,928",0,0,N/E,0,"2,222",14,0,1,0,64,0,449,14,122,16,0,973,1,"6,477",139,1,1,1,-1,0,0,0,3,192,19,0,0,208,12,0,0,0,0,N/E,0
2022-01-03,"13,421",0,0,N/E,0,"3,029",14,0,0,0,95,0,473,17,186,26,1,"1,768",5,"7,027",211,0,2,0,-1,0,0,0,7,267,37,1,1,246,9,0,0,0,0,N/E,0
2022-01-04,"14,422",0,0,N/E,0,"2,908",20,0,-1,0,102,1,519,22,200,44,0,"1,698",1,"8,067",198,1,3,0,-2,0,0,1,6,309,27,0,0,291,7,0,0,0,0,N/E,0
2022-01-05,"14,508",1,0,N/E,0,"2,806",17,0,2,0,107,2,439,31,217,46,0,"1,551",4,"8,489",206,3,1,1,6,0,0,1,5,267,34,0,0,265,6,0,1,0,0,N/E,0
2022-01-06,"13,441",0,0,N/E,0,"2,609",19,0,2,0,90,0,407,20,179,35,0,"1,592",4,"7,732",199,2,2,0,10,0,0,0,4,241,42,0,0,246,5,0,0,1,0,N/E,0
2022-01-07,"14,156",1,0,N/E,0,"2,666",20,0,2,0,96,0,409,24,185,19,0,"1,615",5,"8,331",188,4,3,0,5,0,0,0,3,278,33,0,0,256,11,0,0,1,1,N/E,0
2022-01-08,"11,545",0,0,N/E,0,"2,757",19,0,0,0,72,0,396,14,151,16,0,"1,050",1,"6,520",147,1,1,0,7,0,0,0,5,168,13,0,0,198,8,0,0,1,0,N/E,0
2022-01-09,"9,393",0,0,N/E,0,"2,331",17,0,0,0,46,0,431,6,127,8,0,805,0,"5,050",138,2,0,0,10,0,0,0,1,241,18,0,0,154,8,0,0,0,0,N/E,0
2022-01-10,"14,268",0,0,N/E,0,"3,061",14,0,1,0,107,0,436,13,187,34,0,"1,464",4,"8,176",187,3,2,0,5,0,0,0,5,283,27,1,0,251,7,0,0,0,0,N/E,0
2022-01-11,"13,378",1,0,N/E,0,"2,846",4,0,0,0,89,0,385,18,170,53,0,"1,380",4,"7,777",176,3,1,0,8,0,0,0,3,216,20,0,0,219,5,0,0,0,0,N/E,0
2022-01-12,"13,773",1,0,N/E,1,"2,842",12,0,3,0,142,0,396,10,205,26,0,"1,538",9,"8,094",216,4,1,1,7,0,0,2,2,60,17,2,0,175,7,0,0,0,0,N/E,0
2022-01-13,"15,478",0,0,N/E,0,"3,048",15,0,3,0,110,1,428,27,180,32,1,"1,695",4,"9,219",222,2,0,0,7,0,0,1,4,234,26,0,0,210,8,0,0,0,1,N/E,0
2022-01-14,"5,898",3,0,N/E,0,"2,594",14,0,2,0,120,1,453,23,242,28,0,"1,443",3,101,249,2,0,-1,1,0,0,0,4,324,32,0,0,249,11,0,0,0,0,N/E,0
2022-01-15,"13,251",0,0,N/E,0,"3,354",14,0,0,0,71,0,462,16,180,22,0,"1,084",0,"7,381",148,1,2,0,5,0,0,0,3,255,24,0,0,218,11,0,0,0,0,N/E,0
2022-01-16,"10,436",1,0,N/E,0,"3,109",16,0,0,0,79,0,388,18,159,11,0,862,0,"5,410",149,0,0,0,3,0,0,0,5,183,20,0,0,20,3,0,0,0,0,N/E,0
2022-01-17,"6,864",1,0,N/E,0,"3,702",21,0,0,0,128,1,448,16,199,39,0,"1,414",4,309,196,4,1,1,8,0,0,0,7,315,28,0,0,13,9,0,0,0,0,N/E,0
2022-01-18,"-84,135",2,0,N/E,0,"3,393",16,0,0,0,105,0,414,16,174,33,0,"1,463",4,"7,754",200,2,0,0,8,0,0,0,5,244,28,0,0,"-98,011",15,0,0,0,0,N/E,0
2022-01-19,"13,646",2,0,N/E,0,"3,287",9,0,2,0,107,0,390,18,184,40,0,"1,447",7,"7,691",186,3,1,1,4,0,0,0,7,193,24,0,0,32,11,0,0,0,0,N/E,0
2022-01-20,"14,109",1,1,N/E,0,"3,335",11,0,1,0,102,1,453,11,194,44,0,"1,456",6,"7,723",233,0,1,0,8,0,0,0,2,222,20,1,0,273,10,0,0,0,0,N/E,0
2022-01-21,"14,521",1,0,N/E,0,"3,178",15,0,0,0,103,0,438,17,210,56,0,"1,583",5,"8,106",196,2,1,0,4,0,1,0,4,302,26,1,0,261,10,0,0,1,0,N/E,0
2022-01-22,"11,455",0,0,N/E,0,"3,208",17,0,0,0,83,0,428,10,142,15,0,"1,038",0,"5,885",161,1,1,0,3,0,0,0,9,211,19,0,0,214,9,0,0,0,1,N/E,0
2022-01-23,"9,914",0,0,N/E,0,"2,855",6,0,0,0,71,0,353,14,120,9,0,864,0,"5,110",121,2,1,0,4,0,0,0,3,174,15,0,0,176,15,0,0,0,1,N/E,0
2022-01-24,"14,777",0,1,N/E,0,"3,490",6,0,0,0,94,0,469,13,148,19,0,"1,525",2,"8,288",175,3,1,0,4,0,0,0,2,255,40,0,0,231,11,0,0,0,0,N/E,0
2022-01-25,"14,157",0,0,N/E,0,"3,046",7,0,1,0,97,0,378,18,168,25,0,"1,485",8,"8,170",200,5,4,0,1,0,0,0,10,257,28,0,0,237,12,0,0,0,0,N/E,0
2022-01-26,"13,379",1,0,N/E,0,"3,026",12,0,1,0,124,0,370,19,132,25,0,"1,450",5,"7,492",195,2,2,0,3,0,0,1,9,248,21,0,0,230,10,0,0,0,1,N/E,0
2022-01-27,"14,578",0,0,N/E,0,"3,127",15,0,0,0,83,0,314,17,168,24,0,"1,674",5,"8,352",240,3,2,2,9,0,1,1,4,265,16,2,0,249,5,0,0,0,0,N/E,0
2022-01-28,"15,039",1,0,N/E,0,"3,090",25,0,4,0,74,0,505,20,271,32,0,"1,603",8,"8,390",240,2,3,1,2,0,0,0,12,413,34,0,0,300,9,0,0,0,0,N/E,0
2022-01-29,"12,351",0,0,N/E,0,"3,133",17,0,1,0,101,0,448,25,162,32,0,"1,162",1,"6,556",187,0,0,1,10,0,0,0,4,236,20,0,0,246,9,0,0,0,0,N/E,0
2022-01-30,"10,817",0,0,N/E,0,"2,819",6,0,1,0,79,0,323,24,168,22,0,"1,382",0,"5,386",158,1,1,0,7,0,0,1,1,224,11,0,0,191,12,0,0,0,0,N/E,0
2022-01-31,"14,356",1,0,N/E,0,"3,385",20,0,1,0,66,1,369,16,260,35,0,"1,750",9,"7,665",73,5,3,0,6,0,0,0,5,259,35,0,0,387,5,0,0,0,0,N/E,0
2022-02-01,"12,644",-1,0,N/E,0,"3,065",11,0,2,0,133,0,329,19,221,40,0,"1,900",0,"6,109",223,0,3,1,12,0,0,0,3,256,28,2,0,283,5,0,0,0,0,N/E,0
2022-02-02,"14,533",1,1,N/E,0,"2,983",20,0,4,0,100,0,410,14,206,33,0,"1,736",8,"8,264",211,2,4,0,11,0,0,0,2,234,23,0,0,254,11,0,0,1,0,N/E,0
2022-02-03,"14,055",0,0,N/E,0,"2,527",13,0,3,0,94,0,439,19,202,29,0,"1,790",1,"8,175",205,3,0,0,3,0,0,0,7,263,-3,0,0,273,11,0,1,0,0,N/E,0
2022-02-04,"14,120",1,0,N/E,0,"2,107",13,0,0,0,101,0,416,26,249,27,0,"1,769",8,"8,570",214,1,0,0,1,0,0,0,7,298,28,0,1,275,7,0,0,1,0,N/E,0
2022-02-05,"9,807",1,0,N/E,0,"1,855",18,0,1,0,79,0,401,16,158,12,0,823,0,"6,456",152,6,1,0,7,0,0,0,4,202,21,0,0,-414,7,0,0,1,0,N/E,0
2022-02-06,"-163,017",0,0,N/E,0,991,8,0,0,0,62,0,351,15,123,12,0,"1,104",1,"5,353",129,1,1,0,6,0,0,0,1,"-171,395",18,0,1,187,14,0,0,0,0,N/E,0
2022-02-07,"2,130",0,0,N/E,0,"1,128",8,0,0,0,65,0,403,11,"-7,412",15,0,"1,329",0,"5,833",157,1,2,0,11,0,0,0,3,333,17,0,0,221,5,0,0,0,0,N/E,0
2022-02-08,"11,792",1,0,N/E,0,902,10,0,0,0,71,0,430,23,153,38,0,"1,587",6,"7,782",152,2,0,0,6,0,0,0,5,344,34,0,0,237,9,0,0,0,0,N/E,0
2022-02-09,"183,183",0,0,N/E,0,800,21,0,0,0,75,0,444,11,190,28,0,"1,630",6,"7,990",211,1,4,1,3,0,0,0,1,"171,496",35,0,0,227,9,0,0,0,0,N/E,0
2022-02-10,"12,415",0,0,N/E,0,739,13,0,1,0,80,0,404,17,170,25,0,"1,804",3,"8,379",219,2,2,1,5,0,0,0,2,272,34,0,1,228,12,0,0,0,2,N/E,0
2022-02-11,"12,784",1,0,N/E,0,709,10,0,0,0,79,0,442,12,205,24,0,"1,606",3,"8,813",218,2,2,1,3,0,0,0,8,313,32,0,0,290,11,0,0,0,0,N/E,0
2022-02-12,"10,538",0,0,N/E,0,751,11,0,2,0,99,0,457,8,141,12,0,"1,123",0,"7,263",173,0,2,0,6,0,0,1,7,210,23,1,0,234,14,0,0,0,0,N/E,0
2022-02-13,"8,452",0,0,N/E,0,694,6,0,0,0,81,0,400,18,121,15,0,777,0,"5,774",163,2,1,0,3,0,0,0,4,150,16,1,0,214,10,0,1,1,0,N/E,0
2022-02-14,"11,180",1,0,N/E,0,710,12,0,1,0,88,0,437,32,222,19,0,"1,428",3,"8,860",191,"-1,358",7,0,1,0,0,0,7,251,34,0,0,226,6,0,0,1,1,N/E,0
2022-02-15,"13,302",2,0,N/E,0,794,20,0,0,0,122,0,502,24,201,24,0,"1,594",5,"9,154",275,0,0,0,2,0,0,0,4,248,35,1,0,289,4,0,1,1,0,N/E,0
2022-02-16,"20,709",1,0,N/E,0,844,16,0,2,0,116,0,533,19,"7,778",33,0,"1,675",5,"8,837",247,0,0,1,2,0,0,0,10,263,33,0,0,287,7,0,0,0,0,N/E,0
2022-02-17,"12,236",-1,0,N/E,0,742,11,0,1,0,101,0,513,10,255,25,0,"1,640",2,"8,021",213,2,1,0,-1,0,0,0,6,281,33,0,1,364,15,0,1,0,0,N/E,0
2022-02-18,"13,599",0,1,N/E,0,746,9,0,0,0,107,1,602,7,285,30,0,"1,547",5,"7,891",230,"1,358",4,0,2,0,0,0,8,315,28,0,0,414,9,0,0,0,0,N/E,0
2022-02-19,"8,650",1,0,N/E,0,732,9,0,0,0,78,0,449,11,169,13,0,644,1,"5,846",195,3,5,0,0,0,0,0,5,195,17,0,0,272,4,0,0,1,0,N/E,0
2022-02-20,"7,825",0,0,N/E,0,714,11,0,1,0,69,0,453,14,140,13,0,524,0,"5,306",160,0,1,0,5,0,0,0,6,145,15,0,0,240,8,0,0,0,0,N/E,0
2022-02-21,"11,173",1,0,N/E,0,925,14,0,1,0,94,0,495,14,204,25,0,868,9,"7,772",227,5,1,4,6,0,0,0,9,200,30,0,0,257,12,0,0,0,0,N/E,0
2022-02-22,"10,854",0,0,N/E,0,757,13,0,0,0,84,0,507,14,188,25,0,865,6,"7,659",208,2,2,0,4,0,0,0,8,234,24,1,0,236,15,0,2,0,0,N/E,0
2022-02-23,"10,444",0,0,N/E,0,538,16,0,0,0,86,1,472,10,174,32,1,894,11,"7,505",209,0,1,2,5,0,0,0,3,198,33,0,0,240,12,0,1,0,0,N/E,0
2022-02-24,"10,760",0,0,N/E,0,714,14,0,1,0,83,0,467,20,241,25,1,866,3,"7,485",256,1,2,0,4,0,0,0,9,249,32,0,0,272,13,0,2,0,0,N/E,0
2022-02-25,"12,027",1,0,N/E,0,729,16,0,0,0,83,1,528,18,230,26,1,"1,079",8,"8,392",243,2,1,1,1,0,0,0,9,335,27,0,0,283,12,0,0,0,1,N/E,0
2022-02-26,"9,549",0,0,N/E,0,720,21,0,0,0,79,0,471,28,202,23,0,"1,124",0,"6,163",213,0,1,0,3,0,0,0,2,205,19,0,0,268,7,0,0,0,0,N/E,0
2022-02-27,"8,298",0,0,N/E,0,745,7,0,0,0,66,1,403,13,139,9,1,905,1,"5,417",164,1,1,1,6,0,0,0,7,173,19,0,0,209,9,0,1,0,0,N/E,0
2022-02-28,"6,855",0,0,N/E,0,759,15,0,0,0,110,1,356,29,239,35,0,"1,179",3,"3,376",64,5,3,0,7,0,0,0,6,288,38,0,1,338,1,0,2,0,0,N/E,0
2022-03-01,"4,545",2,0,N/E,0,823,18,0,1,0,90,0,487,27,209,39,0,"1,539",6,482,233,5,1,1,15,0,0,0,4,255,22,0,0,272,3,0,11,0,0,N/E,0
2022-03-02,"11,778",1,0,N/E,1,830,14,0,1,0,89,0,465,22,190,28,0,"1,503",2,"7,964",192,2,1,0,-1,0,0,0,6,223,29,0,0,273,10,0,5,1,-73,N/E,0
2022-03-03,"11,851",1,0,N/E,0,774,9,0,0,0,91,0,420,25,196,30,0,"1,603",3,"7,950",219,6,0,0,4,0,0,0,8,245,37,0,0,218,11,0,1,0,0,N/E,0
2022-03-04,"12,324",0,0,N/E,0,776,21,0,2,0,76,0,388,22,213,30,0,"1,426",10,"8,438",230,4,2,1,14,0,0,1,7,314,35,0,2,300,10,0,2,0,0,N/E,0
2022-03-05,"9,064",1,0,N/E,0,884,11,0,0,0,84,0,418,10,165,22,0,"1,108",2,"5,714",181,2,0,0,8,0,0,0,6,191,17,0,0,236,3,0,1,0,0,N/E,0
2022-03-06,"8,134",0,0,N/E,0,739,8,0,0,0,69,0,417,15,119,10,1,812,0,"5,422",138,0,1,0,2,0,0,0,4,160,21,0,3,187,6,0,0,0,0,N/E,0
2022-03-07,"12,444",0,0,N/E,1,915,10,0,-3,0,78,0,444,20,192,38,0,"1,462",5,"8,603",197,-1,0,0,3,0,0,0,6,200,28,0,0,238,7,0,1,0,0,N/E,0
2022-03-08,"12,378",0,1,N/E,0,877,12,0,-1,0,95,0,388,13,209,34,2,"1,427",4,"8,662",181,3,4,0,6,0,0,0,3,182,35,0,0,227,11,0,3,0,0,N/E,0
