fecha,Total de cuentas validadas,"Cuentas validadas de Banco Autofin México, S.A.","Cuentas validadas de Banco Bancrea, S.A.","Cuentas validadas de Banco Ahorro Famsa, S.A.","Cuentas validadas de Bansi, S.A.","Cuentas validadas de BanCoppel, S.A.","Cuentas validadas de Banco del Bajío, S.A.","Cuentas validadas de Banco Base, S.A.","Cuentas validadas de Bankaool, S.A.","Cuentas validadas de Banco del Ahorro Nacional y Servicios Financieros, S.N.C.",Cuentas validadas de Banco Regional S.A.,"Cuentas validadas de Banco Actinver, S.A.","Cuentas validadas de Banco Azteca, S.A.","Cuentas validadas de Banco Nacional del Ejército, Fuerza Aérea y Armada","Cuentas validadas de Banco Mercantil del Norte, S.A.","Cuentas validadas de Banca Afirme, S.A.","Cuentas validadas de ABC Capital, S.A.","Cuentas validadas de Banco Nacional de México, S.A.","Cuentas validadas de Opciones Empresariales del Noreste, S.A. de C.V.","Cuentas validadas de BBVA Bancomer, S.A.","Cuentas validadas de Scotiabank Inverlat, S.A.","Cuentas validadas de Intercam Banco, S.A.","Cuentas validadas de Banca Mifel, S.A.","Cuentas validadas de Banco Ve Por Mas, S.A.","Cuentas validadas de Banco Pagatodo, S.A.","Cuentas validadas de Fundación Dondé Banco, S.A.","Cuentas validadas de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Cuentas validadas de Banco Monex, S.A.","Cuentas validadas de Banco Compartamos, S.A.","Cuentas validadas de HSBC México, S.A.","Cuentas validadas de Banco Inbursa, S.A.","Cuentas validadas de CIBanco, S.A.","Cuentas validadas de Banco Invex, S.A.","Cuentas validadas de Banco Santander (México), S.A.","Cuentas validadas de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Cuentas validadas de Banco Multiva, S.A.","Cuentas validadas de Banco Inmobiliario Mexicano, S.A.","Cuentas validadas de Consubanco, S.A","Cuentas validadas de Banco Sabadell, S.A.","Cuentas validadas de Accendo Banco, S.A.","Cuentas validadas de Operadora de Pagos Móviles de México, S.A de C.V."
2021-03-03,"16,311",1,0,N/E,0,"4,312",12,0,0,0,161,0,341,14,97,153,0,"1,714",0,"8,185",298,3,6,0,16,0,0,1,5,705,30,0,0,253,3,1,0,0,0,N/E,0
2021-03-04,"15,349",0,0,N/E,1,"3,985",16,0,0,0,137,0,314,6,228,126,0,"1,716",0,"7,630",305,2,1,0,18,0,0,0,7,661,30,0,0,165,0,0,0,0,1,N/E,0
2021-03-05,"14,789",0,1,N/E,0,"3,658",16,0,1,0,152,0,346,-2,214,153,0,"1,296",0,"7,765",295,3,1,0,0,0,0,0,10,614,31,0,0,232,3,0,0,0,0,N/E,0
2021-03-06,"16,646",0,0,N/E,1,"3,992",9,0,1,0,113,0,317,0,207,81,0,"1,459",0,"9,459",191,0,1,1,12,0,0,0,3,553,25,0,0,216,5,0,0,0,0,N/E,0
2021-03-07,"10,551",0,0,N/E,0,"3,190",5,0,0,0,105,0,249,-1,115,39,0,"1,331",0,"4,431",161,3,1,0,18,0,0,0,3,723,16,0,0,160,2,0,0,0,0,N/E,0
2021-03-08,"15,324",0,0,N/E,0,"3,950",4,0,0,0,127,0,298,-1,147,113,0,"1,702",4,"7,431",270,5,1,1,14,0,0,0,3,965,30,0,0,254,5,1,0,0,0,N/E,0
2021-03-09,"15,687",1,0,N/E,0,"3,874",10,0,1,0,145,0,288,11,171,182,0,"1,752",3,"7,795",289,1,1,1,20,0,0,0,5,882,26,0,0,220,9,0,0,0,0,N/E,0
2021-03-10,"14,938",2,0,N/E,0,"3,285",9,0,1,0,143,0,257,12,205,204,0,"1,696",3,"7,804",297,3,3,0,14,0,0,0,3,713,34,0,0,241,9,0,0,0,0,N/E,0
2021-03-11,"13,781",-1,1,N/E,0,"3,771",6,0,0,0,111,0,246,23,185,113,0,"1,489",4,"7,637",288,1,4,3,16,0,0,0,2,-353,32,0,0,201,1,0,0,1,0,N/E,0
2021-03-12,"4,367",0,0,N/E,1,"3,858",13,0,0,0,103,0,333,15,229,145,0,"1,196",0,"-2,491",340,0,4,1,9,0,1,0,7,366,37,0,0,194,4,0,0,0,2,N/E,0
2021-03-13,"13,629",0,0,N/E,0,"3,935",19,0,0,0,117,0,256,13,172,148,0,"1,579",0,"6,260",231,1,4,2,10,0,0,0,1,661,0,0,0,220,0,0,0,0,0,N/E,0
2021-03-14,"10,464",0,0,N/E,0,"3,056",7,0,0,0,89,0,258,14,121,47,0,"1,197",0,"4,655",149,0,1,0,9,0,0,0,4,640,22,2,0,183,9,1,0,0,0,N/E,0
2021-03-15,"13,864",1,0,N/E,0,"4,482",6,0,1,0,91,0,268,19,160,58,0,"1,552",0,"5,982",216,0,2,1,1,0,0,0,6,764,32,0,0,220,2,0,0,0,0,N/E,0
2021-03-16,"16,222",1,0,N/E,0,"4,202",10,0,4,0,134,0,288,19,450,153,0,"1,111",2,"8,209",321,2,4,0,13,0,0,0,7,971,37,0,0,280,4,0,0,0,0,N/E,0
2021-03-17,"14,962",1,0,N/E,1,"3,464",6,0,1,0,124,0,236,9,241,59,0,"1,718",2,"7,905",315,1,2,2,15,0,0,0,3,514,51,0,0,289,3,0,0,0,0,N/E,0
2021-03-18,"15,014",1,0,N/E,6,"3,882",6,0,3,0,122,0,260,16,196,44,0,"1,660",4,"7,641",319,1,4,0,19,0,0,0,10,544,28,0,0,247,2,-1,0,0,0,N/E,0
2021-03-19,"14,634",1,0,N/E,1,"3,654",10,0,1,0,124,0,273,18,327,78,0,"1,030",3,"7,796",334,1,3,0,19,0,0,0,4,671,40,1,0,240,5,0,0,0,0,N/E,0
2021-03-20,"11,963",2,0,N/E,0,"3,631",5,0,0,0,90,0,226,2,185,22,0,"1,425",0,"5,540",204,2,2,0,8,0,0,0,2,441,24,0,0,145,4,1,0,0,2,N/E,0
2021-03-21,"10,738",0,0,N/E,0,"3,155",3,0,0,0,98,0,245,14,176,35,0,"1,205",0,"5,067",156,1,0,0,9,0,0,0,1,423,22,1,0,125,2,0,0,0,0,N/E,0
2021-03-22,"18,979",2,1,N/E,0,"3,858",6,0,1,0,127,0,215,15,236,63,0,"1,466",2,"11,724",252,5,4,1,13,0,-1,0,4,702,33,0,0,247,1,0,0,0,2,N/E,0
2021-03-23,"26,413",1,0,N/E,0,"3,848",6,0,0,0,189,0,224,10,240,61,0,"2,203",0,"18,146",472,3,2,0,15,0,-1,0,7,689,35,0,0,256,2,2,0,0,3,N/E,0
2021-03-24,"16,911",2,0,N/E,1,"3,706",13,0,2,0,147,0,257,9,215,90,0,"1,927",1,"9,400",379,5,1,0,14,0,0,0,5,467,28,1,0,235,4,1,0,0,1,N/E,0
2021-03-25,"17,070",1,0,N/E,0,"3,460",10,0,1,0,136,0,277,8,329,121,0,"1,890",1,"9,838",328,3,1,0,7,0,1,1,4,433,33,0,0,186,0,0,0,0,1,N/E,0
2021-03-26,"15,627",1,0,N/E,0,"3,460",10,0,0,0,137,0,262,12,242,200,0,937,1,"8,801",365,3,3,0,17,0,0,1,5,905,41,1,0,216,5,1,0,0,1,N/E,0
2021-03-27,"13,240",0,0,N/E,0,"3,335",7,0,0,0,117,0,242,19,159,138,0,"1,608",0,"6,390",224,1,3,0,17,0,0,0,3,732,28,0,0,215,1,0,0,0,1,N/E,0
2021-03-28,"11,024",0,0,N/E,0,"2,901",4,0,0,0,90,0,211,16,126,40,0,"1,365",0,"5,199",135,2,0,1,10,0,0,0,4,762,17,0,0,139,1,0,0,1,0,N/E,0
2021-03-29,"16,315",1,0,N/E,0,"3,764",11,0,2,0,111,0,235,23,242,133,0,"1,677",1,"8,909",295,3,3,0,13,0,0,0,7,602,38,0,0,239,5,1,0,0,0,N/E,0
2021-03-30,"7,286",1,1,N/E,0,"3,920",11,0,2,0,162,0,279,25,252,313,0,"1,978",1,"-1,237",381,0,1,0,17,0,0,0,8,850,40,1,0,276,3,0,0,0,1,N/E,0
2021-03-31,"12,332",1,0,N/E,0,"3,065",5,0,1,0,133,0,248,34,317,278,0,"1,305",6,"5,402",350,1,0,0,10,0,0,1,9,891,42,0,0,227,5,1,0,0,0,N/E,0
2021-04-01,"14,608",1,0,N/E,0,"3,831",6,0,0,0,109,0,264,16,235,237,0,"2,078",0,"6,536",332,2,2,2,18,0,0,0,2,678,33,1,0,222,2,0,0,0,1,N/E,0
2021-04-02,"11,618",0,0,N/E,0,"3,151",6,0,0,0,88,1,221,16,165,67,0,"1,596",2,"5,300",264,1,4,0,16,0,2,0,1,497,22,0,0,194,2,1,0,0,1,N/E,0
2021-04-03,"11,411",0,0,N/E,0,"3,104",11,0,2,0,78,0,217,9,167,49,0,"1,384",0,"5,261",145,1,1,0,10,0,0,0,3,793,21,0,0,155,0,0,0,0,0,N/E,0
2021-04-04,"9,858",0,0,N/E,0,"2,613",5,0,0,0,78,0,206,9,122,20,0,"1,065",0,"4,614",128,1,0,0,4,0,0,0,3,829,25,0,0,133,2,0,0,0,1,N/E,0
2021-04-05,"13,399",0,0,N/E,0,"3,857",3,0,1,0,132,0,254,17,353,129,0,"1,364",1,"5,859",316,2,2,0,24,0,0,0,3,855,23,0,0,201,3,0,0,0,0,N/E,0
2021-04-06,"16,699",1,0,N/E,0,"3,899",5,0,0,0,131,0,261,13,265,171,0,"1,946",1,"8,226",289,3,1,0,19,0,0,0,4,"1,180",42,0,0,236,4,1,0,0,1,N/E,0
2021-04-07,"16,474",1,0,N/E,0,"3,596",6,0,1,0,143,0,249,15,185,236,0,"2,003",1,"8,574",312,2,0,0,9,0,1,0,3,886,40,0,0,205,5,1,0,0,0,N/E,0
2021-04-08,"15,533",0,0,N/E,0,"3,444",8,0,0,0,140,0,237,13,190,176,0,"1,716",1,"8,157",294,2,2,1,7,0,1,0,5,884,33,0,0,220,2,0,0,0,0,N/E,0
2021-04-09,"14,575",2,0,N/E,2,"3,488",12,0,0,0,188,0,272,14,178,140,0,"1,072",1,"7,766",350,0,2,1,17,0,0,1,4,812,43,0,0,208,2,0,0,0,0,N/E,0
2021-04-10,"12,228",1,0,N/E,0,"3,340",9,0,1,0,118,0,217,5,134,48,0,"1,580",0,"6,107",186,2,2,0,8,0,0,0,0,258,23,0,0,188,1,0,0,0,0,N/E,0
2021-04-11,"10,169",0,0,N/E,1,"2,957",6,0,0,0,97,0,217,11,103,27,0,"1,135",0,"4,888",161,0,0,0,7,0,0,0,3,408,17,0,0,130,0,0,0,0,1,N/E,0
2021-04-12,"14,595",0,0,N/E,0,"3,829",6,0,0,0,102,0,261,11,151,52,0,"1,480",0,"7,601",257,1,3,1,6,0,0,0,1,621,20,0,0,188,2,0,0,0,2,N/E,0
2021-04-13,"16,186",0,0,N/E,1,"3,616",7,0,0,0,99,0,203,10,172,54,0,"1,830",0,"9,027",292,3,0,0,8,0,0,1,2,581,37,0,0,237,6,0,0,0,0,N/E,0
2021-04-14,"16,716",0,0,N/E,2,"3,682",9,0,0,0,138,0,233,26,202,67,0,"1,710",0,"9,532",330,1,1,0,8,0,0,0,9,492,34,0,0,236,2,1,0,0,1,N/E,0
2021-04-15,"16,451",0,0,N/E,0,"3,509",22,0,0,0,129,0,276,24,212,87,0,"1,377",0,"9,562",329,-1,1,0,0,0,0,0,4,592,43,0,0,283,2,0,0,0,0,N/E,0
2021-04-16,"17,161",0,0,N/E,1,"3,881",18,0,1,0,127,0,267,22,194,72,0,"1,411",3,"9,920",274,1,0,0,4,0,0,0,3,664,35,0,0,259,3,0,0,0,1,N/E,0
2021-04-17,"12,500",0,0,N/E,0,"3,676",8,0,0,0,78,0,272,19,166,34,0,"1,451",0,"6,192",-16,-1,1,0,6,0,0,0,3,382,29,0,0,196,4,0,0,0,0,N/E,0
2021-04-18,"9,872",0,0,N/E,0,"3,074",1,0,0,0,100,0,220,8,98,23,0,"1,165",1,"4,638",-10,0,0,0,0,0,0,0,1,351,16,0,0,185,1,0,0,0,0,N/E,0
2021-04-19,"15,773",0,0,N/E,0,"3,706",13,0,0,0,122,0,259,10,127,40,0,"1,481",2,"9,005",166,2,1,0,7,0,1,0,4,486,31,0,0,307,2,0,0,1,0,N/E,0
2021-04-20,"16,116",0,0,N/E,0,"3,459",8,0,1,0,111,0,229,10,154,67,0,"1,762",1,"9,362",204,1,1,0,8,0,2,0,3,490,32,0,0,207,4,0,0,0,0,N/E,0
2021-04-21,"16,142",0,0,N/E,0,"3,598",5,0,1,0,90,0,192,1,155,54,0,"1,802",1,"9,305",266,0,1,0,1,0,0,0,6,413,33,0,0,212,4,0,0,0,2,N/E,0
2021-04-22,"16,325",1,0,N/E,0,"3,319",10,0,5,0,130,0,216,15,178,68,0,"1,750",6,"9,297",299,2,0,0,10,0,0,1,2,757,26,0,0,225,8,0,0,0,0,N/E,0
2021-04-23,"15,141",0,0,N/E,0,"2,915",17,0,-1,0,88,0,54,12,176,53,0,"1,519",2,"9,325",220,3,2,2,3,0,1,1,6,505,26,0,0,211,1,0,0,0,0,N/E,0
2021-04-24,"11,707",0,0,N/E,0,"3,243",9,0,0,0,81,1,290,7,121,39,0,"1,437",0,"5,650",181,0,0,1,5,0,0,0,2,432,28,0,0,177,3,0,0,0,0,N/E,0
2021-04-25,"9,588",0,0,N/E,0,"2,836",7,0,1,0,85,1,261,4,114,18,0,"1,177",-1,"4,459",122,1,0,0,6,0,0,0,2,350,25,1,0,116,3,0,0,0,0,N/E,0
2021-04-26,"15,432",0,0,N/E,0,"3,705",7,0,2,0,114,1,368,10,139,42,0,"1,642",0,"8,355",260,3,3,1,7,0,0,0,0,569,30,0,0,169,4,0,0,0,1,N/E,0
2021-04-27,"17,047",0,0,N/E,0,"3,563",9,0,1,0,124,0,324,6,121,114,0,"2,207",0,"9,566",250,2,2,1,9,0,0,0,4,531,28,0,0,180,4,0,0,0,1,N/E,0
2021-04-28,"16,828",0,0,N/E,0,"3,537",6,0,0,0,139,1,334,26,135,93,0,"1,703",0,"9,980",280,2,4,0,3,0,0,0,3,380,37,0,0,163,1,0,0,0,1,N/E,0
2021-04-29,"16,765",1,0,N/E,0,"3,561",17,0,1,0,123,0,342,18,168,137,0,"1,344",0,"9,778",296,3,2,0,4,0,0,0,7,711,41,0,0,204,6,0,0,0,1,N/E,0
2021-04-30,"15,234",0,0,N/E,0,"3,162",24,0,1,0,41,0,353,17,223,159,0,"1,029",0,"8,939",183,2,3,1,3,0,1,0,3,792,32,1,0,261,2,0,0,0,2,N/E,0
2021-05-01,"12,249",0,0,N/E,0,"3,676",14,0,2,0,107,0,350,12,147,70,0,"1,633",0,"5,511",224,0,1,1,10,0,0,0,4,248,22,0,0,207,8,0,0,2,0,N/E,0
2021-05-02,"11,333",0,0,N/E,0,"3,013",5,0,0,0,90,0,269,14,130,40,0,"1,270",0,"5,541",158,0,0,1,4,0,0,0,4,595,22,1,0,175,1,0,0,0,0,N/E,0
2021-05-03,"16,287",0,0,N/E,0,"4,000",13,0,0,0,127,0,358,14,163,54,0,"1,330",0,"9,250",227,4,1,1,7,0,0,0,5,508,31,0,0,192,2,0,0,0,0,N/E,0
2021-05-04,"15,075",0,0,N/E,0,"3,664",10,0,0,0,131,0,278,15,141,118,0,"1,623",0,"8,109",262,0,1,0,11,0,0,0,9,481,26,0,0,195,0,0,0,1,0,N/E,0
2021-05-05,"15,389",0,0,N/E,0,"3,585",5,0,1,0,104,0,295,8,140,137,0,"1,601",0,"7,675",268,2,3,0,7,0,0,1,7,"1,317",31,1,0,198,2,0,0,0,1,N/E,0
2021-05-06,"14,028",0,0,N/E,0,"3,396",13,0,-2,0,93,0,299,16,165,107,0,"1,459",0,"7,424",277,5,2,1,9,0,0,0,4,529,41,0,0,184,6,0,0,0,0,N/E,0
2021-05-07,"14,287",0,0,N/E,0,"3,613",9,0,0,0,54,0,292,6,181,75,0,"1,312",0,"7,743",255,2,1,1,8,0,0,0,7,480,40,2,0,204,2,0,0,0,0,N/E,0
2021-05-08,"12,053",0,0,N/E,0,"3,336",14,0,0,0,35,0,285,16,132,59,0,"1,358",0,"5,969",168,2,0,2,9,0,0,0,5,490,18,0,0,153,1,0,0,0,1,N/E,0
2021-05-09,"9,933",0,0,N/E,0,"3,105",9,0,1,0,42,0,252,17,106,34,0,"1,182",0,"4,494",142,1,3,0,1,0,0,0,4,342,24,0,0,168,6,0,0,0,0,N/E,0
2021-05-10,"12,089",0,0,N/E,0,"2,184",3,0,0,0,48,0,287,13,123,30,0,"1,399",0,"7,205",143,7,0,0,1,0,0,0,3,413,34,0,0,189,5,0,0,0,2,N/E,0
2021-05-11,"13,890",0,0,N/E,0,"3,587",5,0,1,0,44,0,273,23,129,49,0,"1,310",-1,"7,453",225,2,1,1,7,0,0,1,4,586,23,1,0,162,4,0,0,0,0,N/E,0
2021-05-12,"14,346",0,0,N/E,0,"3,626",17,0,0,0,42,0,276,34,108,0,0,"1,672",0,"7,569",192,3,0,0,11,0,0,0,3,577,30,1,0,179,6,0,0,0,0,N/E,0
2021-05-13,"12,481",0,0,N/E,0,"2,826",19,0,2,0,46,0,290,32,149,66,0,"1,205",0,"6,592",247,1,4,2,-3,0,0,0,4,779,23,1,0,192,4,0,0,0,0,N/E,0
2021-05-14,"15,753",0,0,N/E,0,"4,168",18,0,6,0,56,1,337,36,198,125,0,"1,042",-1,"8,478",282,1,3,2,7,0,0,0,5,634,45,0,0,310,0,0,0,0,0,N/E,0
2021-05-15,"12,006",0,0,N/E,0,"3,508",13,0,2,0,49,0,272,35,160,112,0,"1,522",0,"5,485",174,0,1,0,2,0,0,0,2,431,26,1,0,210,1,0,0,0,0,N/E,0
2021-05-16,"10,499",0,0,N/E,0,"3,559",9,0,1,0,33,0,276,15,104,33,0,"1,120",0,"4,633",128,0,2,0,5,0,0,0,5,415,31,0,0,127,3,0,0,0,0,N/E,0
2021-05-17,"15,128",2,0,N/E,0,"4,244",8,0,0,0,43,0,335,30,97,68,0,"1,320",0,"7,629",260,3,-1,0,5,0,0,0,7,790,30,0,0,256,1,0,0,0,1,N/E,0
2021-05-18,"14,072",0,0,N/E,0,"3,919",5,0,0,0,45,0,272,16,133,45,0,"1,613",-2,"7,079",220,0,2,0,6,0,0,0,3,479,30,0,0,203,4,0,0,0,0,N/E,0
2021-05-19,"13,922",1,0,N/E,0,"3,533",7,0,0,0,49,0,272,19,137,59,0,"1,853",0,"6,983",247,1,1,0,9,0,0,0,5,522,24,3,0,192,5,0,0,0,0,N/E,0
2021-05-20,"14,067",0,0,N/E,0,"3,500",7,0,1,0,46,0,295,15,158,97,0,"1,665",0,"7,095",209,3,1,0,16,0,0,0,9,669,31,0,0,244,6,0,0,0,0,N/E,0
2021-05-21,"13,642",2,1,N/E,0,"3,519",9,0,0,0,52,0,263,15,194,84,0,"1,324",0,"7,051",215,2,4,0,3,0,0,0,8,662,32,1,0,198,2,0,0,0,1,N/E,0
2021-05-22,"10,552",0,0,N/E,0,"3,224",8,0,0,0,40,0,248,12,113,52,0,"1,295",0,"4,796",142,0,0,0,6,0,0,0,1,401,29,0,0,177,8,0,0,0,0,N/E,0
2021-05-23,"8,962",0,0,N/E,0,"2,861",5,0,0,0,39,0,265,9,86,75,0,"1,121",0,"3,836",116,1,1,0,1,0,-1,0,3,377,21,1,0,144,1,0,0,0,0,N/E,0
2021-05-24,"13,539",2,0,N/E,0,"3,660",9,0,0,0,45,0,268,11,195,39,0,"1,290",0,"6,971",248,1,1,1,5,0,0,1,8,569,37,0,0,177,1,0,0,0,0,N/E,0
2021-05-25,"13,201",0,1,N/E,0,"3,421",7,0,0,0,57,0,249,15,170,55,0,"1,421",0,"6,709",256,3,3,2,1,0,0,0,5,583,36,0,0,205,0,0,0,1,1,N/E,0
2021-05-26,"13,522",0,0,N/E,1,"3,484",11,0,-1,0,30,0,267,19,149,68,0,"1,428",0,"7,097",233,0,0,0,2,0,1,2,3,491,31,0,0,201,5,0,0,0,0,N/E,0
2021-05-27,"13,840",0,0,N/E,0,"2,909",5,0,1,0,59,0,272,12,137,70,0,"1,685",-1,"7,601",269,1,3,0,2,0,1,0,6,512,45,0,0,245,5,0,0,0,1,N/E,0
2021-05-28,"14,805",0,0,N/E,0,"3,406",11,0,0,0,91,0,300,24,196,77,0,"1,267",0,"8,450",226,3,4,0,6,0,0,0,3,381,41,0,0,313,5,0,0,0,1,N/E,0
2021-05-29,"12,100",0,0,N/E,0,"3,463",8,0,0,0,50,0,269,23,136,45,0,"1,402",0,"5,849",224,1,2,0,5,0,2,0,2,347,36,0,0,233,1,0,0,0,2,N/E,0
2021-05-30,"10,377",0,0,N/E,0,"2,969",5,0,0,0,40,0,267,6,94,26,0,"1,178",0,"5,003",163,1,0,1,7,0,0,0,3,380,26,0,0,203,5,0,0,0,0,N/E,0
2021-05-31,"15,746",0,0,N/E,0,"3,897",9,0,0,0,47,0,271,15,168,49,0,881,0,"9,256",156,4,2,1,7,0,1,0,7,552,32,0,0,385,5,0,0,0,1,N/E,0
2021-06-01,"12,511",0,0,N/E,0,"3,679",14,0,0,0,53,0,289,16,151,102,0,"1,424",0,"5,850",271,0,1,0,11,0,1,0,4,396,40,0,0,205,4,0,0,0,0,N/E,0
2021-06-02,"12,828",-1,0,N/E,0,"3,411",11,0,0,0,49,0,22,16,158,67,0,"1,403",0,"6,781",259,2,2,0,6,0,0,0,4,426,27,0,0,184,0,0,0,0,1,N/E,0
2021-06-03,"13,239",0,0,N/E,1,"3,353",9,0,0,0,53,0,265,15,154,70,0,"1,490",0,"6,821",256,0,3,3,10,0,1,0,3,486,27,0,0,216,3,0,0,0,0,N/E,0
2021-06-04,"12,973",1,0,N/E,0,"3,444",7,0,6,0,57,1,314,16,139,99,0,"1,095",0,"6,876",265,1,2,0,17,0,0,0,5,389,30,0,0,205,3,0,0,0,1,N/E,0
2021-06-05,"10,781",0,0,N/E,0,"3,093",6,0,0,0,52,0,310,12,125,59,0,"1,360",0,"5,112",191,0,2,0,9,0,2,0,3,267,24,2,0,148,4,0,0,0,0,N/E,0
2021-06-06,"7,532",0,0,N/E,0,"2,268",4,0,0,0,40,0,316,3,76,29,0,908,0,"3,448",98,0,0,0,2,0,0,0,2,181,7,0,0,145,5,0,0,0,0,N/E,0
2021-06-07,"12,844",0,0,N/E,1,"3,520",7,0,0,0,46,0,682,10,117,75,0,"1,317",0,"6,297",211,3,2,0,9,0,1,0,2,371,19,0,0,150,2,0,0,2,0,N/E,0
2021-06-08,"12,095",1,0,N/E,0,"3,414",3,0,1,0,53,0,449,14,96,75,0,"1,276",2,"5,968",202,0,2,0,5,0,0,2,2,352,24,0,0,149,4,0,0,0,1,N/E,0
2021-06-09,"11,866",0,0,N/E,0,"2,976",6,0,0,0,51,0,330,8,127,68,0,"1,336",4,"6,160",232,0,2,1,1,0,1,0,4,360,25,1,0,171,2,0,0,0,0,N/E,0
2021-06-10,"12,530",0,0,N/E,0,"3,322",2,0,1,0,52,0,310,10,105,116,0,"1,405",5,"6,364",244,-2,1,0,8,0,0,0,3,346,35,0,0,201,2,0,0,0,0,N/E,0
2021-06-11,"12,580",0,0,N/E,0,"3,204",14,0,1,0,49,1,318,11,146,90,0,"1,245",2,"6,572",252,-1,2,0,6,0,0,0,5,385,41,0,0,234,3,0,0,0,0,N/E,0
2021-06-12,"10,499",0,0,N/E,0,"3,054",2,0,0,0,50,0,266,8,104,44,0,"1,238",3,"4,952",174,0,1,1,11,0,0,0,1,380,29,0,0,176,5,0,0,0,0,N/E,0
2021-06-13,"8,922",0,0,N/E,0,"2,822",2,0,0,0,25,0,278,19,99,18,0,"1,084",2,"3,943",115,1,0,1,-3,0,0,0,1,359,21,0,0,131,4,0,0,0,0,N/E,0
2021-06-14,"13,426",1,-1,N/E,0,"3,370",12,0,0,0,50,0,319,25,187,70,0,"1,191",8,"7,168",179,1,2,0,8,0,0,0,4,571,36,0,0,223,1,0,1,0,0,N/E,0
2021-06-15,"10,322",1,0,N/E,0,"1,511",9,0,2,0,62,0,342,21,217,81,0,"1,121",3,"6,009",305,-2,7,0,2,0,1,0,5,467,38,1,0,114,3,0,1,0,1,N/E,0
2021-06-16,"11,229",0,1,N/E,0,"2,230",9,0,-1,0,47,0,291,23,148,83,0,"1,158",1,"6,195",301,3,1,2,7,0,0,0,7,468,35,1,0,209,8,0,0,1,1,N/E,0
2021-06-17,"13,114",0,0,N/E,0,"4,321",5,0,1,0,58,0,139,21,166,137,0,"1,586",2,"5,477",273,1,2,0,4,0,0,0,4,656,45,0,0,212,4,0,0,0,0,N/E,0
2021-06-18,"11,455",0,0,N/E,1,"3,079",11,0,1,0,51,0,308,25,171,43,0,"1,142",4,"5,619",251,1,3,0,9,0,0,0,5,489,26,0,0,211,5,0,0,0,0,N/E,0
2021-06-19,"9,565",0,0,N/E,0,"2,825",13,0,0,0,41,0,321,14,127,55,0,"1,333",1,"4,140",152,0,2,0,2,0,2,0,1,331,24,0,0,179,2,0,0,0,0,N/E,0
2021-06-20,"7,877",0,0,N/E,0,"2,160",3,0,0,0,29,0,251,15,111,7,0,774,0,"3,906",117,1,0,0,2,0,0,0,0,358,13,0,0,126,3,0,0,1,0,N/E,0
2021-06-21,"11,713",0,0,N/E,0,"2,675",8,-1,2,0,52,0,302,11,176,44,0,"1,472",5,"5,902",228,2,3,0,3,0,0,0,4,619,26,1,0,173,5,0,0,0,1,N/E,0
2021-06-22,"12,595",1,1,N/E,0,"3,237",5,0,0,0,59,0,322,9,169,32,0,"2,084",1,"5,561",232,4,1,0,12,0,0,0,6,595,37,0,0,221,6,0,0,0,0,N/E,0
2021-06-23,"12,195",0,1,N/E,0,"2,837",11,0,1,0,62,0,312,13,178,49,0,"2,055",2,"5,690",239,5,0,0,4,2,0,0,7,502,37,0,0,185,3,0,0,0,0,N/E,0
2021-06-24,"11,862",0,0,N/E,0,"2,619",6,0,0,0,57,0,311,8,173,61,0,"2,016",0,"5,586",225,5,0,1,4,2,1,0,8,510,41,0,2,219,7,0,0,0,0,N/E,0
2021-06-25,"12,268",0,0,N/E,2,"2,606",9,0,0,0,52,0,361,10,185,67,0,"2,084",3,"5,998",223,0,5,1,6,0,3,0,7,370,49,2,0,218,6,0,0,0,1,N/E,0
2021-06-26,"9,252",0,0,N/E,0,"2,585",6,0,0,0,37,0,305,11,174,33,0,"1,294",0,"4,080",183,2,0,1,4,0,0,0,3,315,19,0,0,192,8,0,0,0,0,N/E,0
2021-06-27,"7,574",0,0,N/E,0,"2,018",2,0,1,0,31,0,303,14,133,18,0,"1,081",0,"3,472",145,2,0,0,1,0,0,1,8,293,32,0,0,14,5,0,0,0,0,N/E,0
2021-06-28,"12,829",0,0,N/E,0,"3,209",10,0,1,0,54,0,307,24,152,78,0,"1,996",2,"5,889",258,3,4,1,4,0,-1,1,4,549,17,0,0,258,9,0,0,0,0,N/E,0
2021-06-29,"13,610",0,-1,N/E,0,"3,113",11,0,2,0,70,0,365,29,184,66,0,"2,342",0,"6,257",305,1,5,0,9,1,3,1,2,503,37,0,0,299,6,0,0,0,0,N/E,0
2021-06-30,"14,569",0,0,N/E,0,"3,322",20,0,2,0,79,0,331,26,242,99,0,"2,405",2,"6,823",224,5,0,0,8,0,0,0,11,528,49,0,0,383,7,0,0,1,2,N/E,0
2021-07-01,"12,485",0,0,N/E,0,"3,091",9,0,3,0,68,0,343,24,215,81,0,"2,491",1,"4,995",310,0,0,0,7,0,0,0,5,434,62,1,0,337,7,0,0,1,0,N/E,0
2021-07-02,"12,719",0,0,N/E,0,"2,646",16,0,1,0,63,0,324,23,233,90,0,"1,976",5,"6,079",317,0,1,1,8,0,1,0,3,522,54,0,0,347,6,0,0,2,1,N/E,0
2021-07-03,"10,366",0,0,N/E,0,"2,881",8,0,1,0,53,0,341,13,173,49,0,"1,416",2,"4,574",211,0,1,2,6,0,0,0,8,324,28,0,0,271,4,0,0,0,0,N/E,0
