Fecha,Total de monto enviado,"Monto enviado por Accendo Banco, S.A.","Monto enviado por Banco Actinver, S.A.","Monto enviado por Banca Afirme, S.A.","Monto enviado por Opciones Empresariales del Noreste, S.A. de C.V.","Monto enviado por Banco Autofin México, S.A.","Monto enviado por Banco Azteca, S.A.","Monto enviado por Banco del Bajío, S.A.","Monto enviado por Banco Nacional de México, S.A.","Monto enviado por Banco Ahorro Famsa, S.A.","Monto enviado por BanCoppel, S.A.","Monto enviado por Banco Bancrea, S.A.","Monto enviado por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto enviado por Bankaool, S.A.","Monto enviado por Banco Mercantil del Norte, S.A.",Monto enviado por Banco Regional S.A.,"Monto enviado por Bansi, S.A.","Monto enviado por Banco Base, S.A.","Monto enviado por BBVA Bancomer, S.A.","Monto enviado por Banco Monex, S.A.","Monto enviado por CIBanco, S.A.","Monto enviado por Banco Compartamos, S.A.","Monto enviado por Consubanco, S.A.","Monto enviado por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto enviado por HSBC México, S.A.","Monto enviado por Banco Inbursa, S.A.","Monto enviado por Banco Inmobiliario Mexicano, S.A.","Monto enviado por Intercam Banco, S.A.","Monto enviado por Banca Mifel, S.A.","Monto enviado por Banco Multiva, S.A.","Monto enviado por Banco Pagatodo, S.A.","Monto enviado por Banco Sabadell, S.A.","Monto enviado por Banco Santander (México), S.A.","Monto enviado por Scotiabank Inverlat, S.A.","Monto enviado por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto enviado por Banco Ve Por Mas, S.A.",Total de monto recibido,"Monto recibido por ABC Capital, S.A.","Monto recibido por Accendo Banco, S.A.","Monto recibido por Banco Actinver, S.A.","Monto recibido por Banca Afirme, S.A.","Monto recibido por Opciones Empresariales del Noreste, S.A. de C.V.","Monto recibido por Banco Autofin México, S.A.","Monto recibido por Banco Azteca, S.A.","Monto recibido por Banco del Bajío, S.A.","Monto recibido por Banco Nacional de México, S.A.","Monto recibido por Banco Ahorro Famsa, S.A.","Monto recibido por BanCoppel, S.A.","Monto recibido por Banco Bancrea, S.A.","Monto recibido por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto recibido por Bankaool, S.A.","Monto recibido por Banco Mercantil del Norte, S.A.",Monto recibido por Banco Regional S.A.,"Monto recibido por Banco del Ahorro Nacional y Servicios Financieros, S.N.C.","Monto recibido por Bansi, S.A.","Monto recibido por Banco Base, S.A.","Monto recibido por BBVA Bancomer, S.A.","Monto recibido por Banco Monex, S.A.","Monto recibido por CIBanco, S.A.","Monto recibido por Banco Compartamos, S.A.","Monto recibido por Consubanco, S.A.","Monto recibido por Fundación Dondé Banco, S.A.","Monto recibido por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto recibido por HSBC México, S.A.","Monto recibido por Banco Inbursa, S.A.","Monto recibido por Banco Inmobiliario Mexicano, S.A.","Monto recibido por Intercam Banco, S.A.","Monto recibido por Banco Invex, S.A.","Monto recibido por Banca Mifel, S.A.","Monto recibido por Banco Multiva, S.A.","Monto recibido por Banco Pagatodo, S.A.","Monto recibido por Banco Sabadell, S.A.","Monto recibido por Banco Santander (México), S.A.","Monto recibido por Scotiabank Inverlat, S.A.","Monto recibido por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto recibido por Banco Ve Por Mas, S.A."
12/07/2021,5298007,0,0,20139,0,0,561390,47433,678043,0,297296,0,27738,19938,348721,68045,2131,0,787727,0,0,11959,0,191553,501190,319141,0,9308,6398,0,27507,450,67101,373727,931072,0,5298007,0,0,50,446917,168,0,226175,30016,731999,0,51121,350,7591,275,184535,122334,0,2131,0,1151763,0,416,2036,0,0,200305,181558,825384,0,1832,0,0,0,1659,0,132680,73543,923170,0
13/07/2021,4959732,0,0,8745,0,0,453595,42004,585442,0,394094,0,71126,27766,349476,43319,0,0,869159,1500,700,17568,0,184436,500843,536254,0,10615,1598,0,26044,32,97380,600078,137259,700,4959732,0,0,0,625209,354,0,315879,46576,683374,0,54476,0,22613,826,171337,102126,0,0,0,1357212,2638,640,12417,0,0,212901,192940,937279,0,3020,0,1000,0,268,32,91895,90794,33927,0
14/07/2021,6153426,0,0,41700,1071,0,658322,357708,992254,0,332771,110,58909,62900,503287,81081,0,0,867705,716,100,899,0,209969,974698,276825,0,6049,11217,0,11291,93060,126585,419867,64250,80,6153426,0,0,0,567211,5454,0,361081,46828,896428,0,154937,0,11614,13741,372261,235437,0,0,0,1887931,0,4983,4426,0,0,215457,225262,860679,0,1110,0,2,0,145,5400,103021,158538,8969,12511
15/07/2021,7197891,0,630,10744,926,0,597016,253420,1133082,0,338567,0,37454,25248,715702,97468,0,0,1229965,0,0,1008,0,152659,1255761,401268,0,11267,6147,0,5676,0,184003,303839,436042,0,7197891,0,0,0,287285,767,8,419219,73372,1153239,0,93091,0,11143,3812,513350,198716,0,0,0,2222113,0,6000,9384,0,0,183346,313510,896101,0,27,0,135,0,2783,0,177236,247671,384733,850
16/07/2021,5876664,0,0,19160,0,115,666068,157597,815475,0,322158,65,25330,34942,584644,94226,0,0,1121915,0,500,3508,0,166449,851905,413283,0,9252,21095,0,9668,0,206698,227343,122579,2690,5876664,0,0,0,319047,211,63,350114,59260,883313,0,127324,130,10689,2626,366812,159640,0,0,0,1751232,0,475,14213,0,2,191712,351522,948738,0,1002,0,3887,0,588,0,146645,151826,33892,1700
17/07/2021,3338866,0,0,3712,0,0,101675,62186,596042,0,133720,0,32465,16524,357933,113760,0,0,799284,0,5400,0,0,165300,471066,249194,0,2468,600,0,2998,145,105749,98962,19681,0,3338866,0,0,0,75556,0,0,236774,61605,691726,0,32342,0,4733,3000,174075,108016,0,0,0,1285157,0,0,2320,0,0,182395,207020,101294,0,0,18,0,0,91,0,94906,61568,16272,0
18/07/2021,2215188,0,0,2313,0,9500,73087,42390,436947,0,92769,0,12744,300,270019,51671,0,0,545611,0,0,0,0,8080,307854,213318,0,3649,2000,0,1116,0,71333,53042,7946,9500,2215188,0,0,0,47010,0,0,162344,40756,495718,0,34547,0,2534,468,144849,67757,0,0,0,900724,0,0,0,0,0,2128,144285,73736,0,500,0,222,0,1774,0,45380,33843,16614,0
19/07/2021,4882564,0,0,16322,0,538,561417,79777,743336,0,332583,229,14977,23986,368691,79344,0,0,734979,0,800,1689,0,149676,500813,360626,0,3803,1184,0,34504,1,127759,335238,407832,2462,4882564,0,0,0,309428,2324,500,211236,62849,702389,0,68104,229,4030,2806,221813,108027,0,0,0,1325237,0,345,5025,0,0,169266,211105,946167,0,9,0,300,0,6,0,109580,74451,344876,2462
20/07/2021,4158035,0,75,14525,500,83,559525,110614,547324,0,338559,0,47989,17747,309117,84114,500,0,755150,0,10,21635,0,169519,487026,305792,0,3525,2920,0,25502,0,101297,229364,25622,0,4158035,0,0,0,314363,1280,166,232483,67732,625333,0,59118,0,16621,100,177962,77286,0,500,0,1027200,0,507,1759,0,0,183860,195854,939012,0,0,0,16211,0,1802,0,109167,90745,18977,0
21/07/2021,3903711,0,0,39942,0,0,532329,71278,564439,0,298240,0,48718,5139,330604,51937,733,0,727743,0,15,5928,0,173732,461798,308604,0,5006,534,0,3047,0,71797,90657,110355,1136,3903711,0,0,0,220417,300,0,276801,48596,594598,0,60408,0,2013,989,180830,67798,0,732,0,1114168,0,3203,1163,0,0,175032,147746,852742,0,21,0,2793,0,4093,0,76559,61750,10962,0
22/07/2021,4125044,0,0,105155,12697,0,502439,85698,560141,0,347999,0,16427,7421,300618,83313,439,0,789597,1283,138,8,0,212584,556174,293093,0,5754,620,0,5749,0,127690,90500,19408,100,4125044,0,0,0,474346,780,0,209393,46252,607929,0,63419,0,9577,26829,266804,97280,0,439,0,842148,0,331,1867,0,0,219030,227216,872864,0,10,0,60,0,2375,0,83595,59859,12543,100
23/07/2021,4109081,0,0,1727,0,164,564592,73264,628308,0,264735,1,21982,14345,310286,67767,0,0,631290,0,0,5271,0,146550,823475,272819,0,7623,3469,0,6299,1700,95848,114797,52768,0,4109081,0,0,0,194365,0,164,239741,76916,669969,0,46996,190,3661,633,182692,66043,0,0,0,1137930,20,1146,1103,0,0,172680,269784,815786,0,8083,0,535,0,8,6437,121811,79048,13341,0
24/07/2021,2772375,0,0,5461,0,0,119092,85596,468963,0,86048,0,12055,3989,234982,50970,0,0,608398,0,0,0,0,157880,503381,259351,0,2000,4408,0,5402,0,73928,83073,7400,0,2772375,0,0,0,125850,590,0,176254,50718,591301,0,68714,0,1691,814,126945,75191,0,0,0,983432,0,1789,355,0,0,185672,170526,87531,0,0,0,0,0,6335,0,66576,50378,1199,513
25/07/2021,1846246,0,0,2378,0,0,80993,36230,376801,0,73060,0,14423,4966,190604,16330,0,0,422002,0,0,0,0,9237,287471,189311,0,4415,600,0,2574,0,65243,56685,12925,0,1846246,0,0,0,16310,0,0,187760,45863,399340,0,56821,0,2405,200,116632,49865,0,0,0,661769,0,0,2239,0,0,10846,110336,78459,0,0,0,0,0,198,0,56406,50523,275,0
26/07/2021,4026790,30,0,20810,100,0,576399,39643,563362,0,315964,0,20043,16769,278381,80476,0,0,752027,0,0,4627,0,151031,437986,264215,0,13434,4518,0,14086,0,77592,133125,262172,0,4026790,0,0,0,83940,340,0,212629,37475,686608,0,70976,0,7372,4700,192961,90623,0,0,0,972524,0,1317,3009,0,0,164843,147333,886845,0,1120,0,87,0,5,0,146499,83245,232339,0
27/07/2021,3778068,0,0,2146,0,300,507305,52653,586123,0,458167,0,60491,6093,275437,44182,2,0,620238,0,64,15715,0,171409,433135,240300,0,2449,46508,0,550,0,80781,161481,11741,799,3778068,0,0,0,85462,690,300,160050,35591,654980,0,78511,80,7200,268,176193,55176,0,2,0,1067255,0,2647,3506,0,0,189066,141409,848004,1,272,0,0,0,776,0,140510,118869,11251,0
28/07/2021,4071853,0,0,17422,374,0,473616,44537,697652,0,335186,0,30928,5984,260201,73844,0,0,726361,0,0,4323,0,187513,528119,263996,0,935,220,0,3467,500,74468,245017,92645,4544,4071853,0,0,0,279011,192,0,193824,56964,598279,0,101951,0,4278,1310,149459,110177,0,0,0,1139820,0,0,1545,0,0,240541,206851,796513,0,3435,0,220,0,206,0,113896,59314,11267,2799
29/07/2021,5739577,0,0,35829,0,0,490494,364915,791778,0,357473,0,98057,74573,429075,69777,0,0,892790,0,400,111,0,199735,984397,546686,0,5000,4957,0,4332,0,115626,217280,55972,320,5739577,0,0,0,242366,3619,0,345395,68438,868873,0,87040,0,368,13073,265233,201881,0,0,0,1770040,0,899,6,0,0,298131,337361,876638,0,0,0,7592,0,525,0,209933,122655,19511,0
30/07/2021,11723217,0,1,27350,0,500,632812,282469,1129730,0,315331,0,146381,49864,593655,82976,3,0,1385291,0,0,2701,0,203892,1181476,588742,0,600,22351,0,15514,3863,161892,239410,4656413,0,11723217,0,0,0,271525,510,500,404178,106109,1456870,0,131366,0,1649,3420,435732,161219,0,3,0,2437912,0,800,563,0,0,270122,449876,801277,0,100,0,5578,0,1867,0,271654,754815,3754571,1000
31/07/2021,4452252,0,0,19064,0,2700,151264,241545,767155,0,84112,0,23054,18604,378140,58545,0,0,984814,0,0,2000,0,196935,760794,415520,0,3210,9207,0,3245,0,122628,177476,32239,0,4452252,0,0,0,68334,3600,0,346652,81911,940018,0,42010,0,300,0,273419,127345,0,0,0,1661840,0,345,1711,0,0,284613,249451,118050,0,0,0,8000,0,4086,0,179165,55040,6361,0
01/08/2021,2819191,0,0,23515,0,0,100000,63874,567164,0,92713,0,29750,4227,362639,61233,0,0,597282,0,0,2,0,21928,403299,281614,0,1800,5600,0,2,0,65210,117099,20042,200,2819191,0,0,0,38150,0,3800,165123,60055,727195,0,36769,0,340,0,149252,78918,0,0,0,1126481,0,0,502,0,0,23897,199705,74042,0,3973,0,1073,0,3008,0,64264,61296,1347,0
02/08/2021,6265024,0,0,6905,6,0,562122,289588,842283,0,283430,74,102205,57978,597563,99210,0,0,1132961,0,0,2012,0,197937,668107,452159,0,5621,3134,0,2034,0,160399,187052,598704,13541,6265024,0,0,0,109670,16,5200,363467,52427,1111119,0,86706,74,2930,16912,348525,142343,0,0,0,1557201,400,0,16899,45,0,272673,270045,901561,0,2000,0,750,0,774,0,376980,332449,293805,53
03/08/2021,4649180,0,0,4973,2000,0,464431,110946,748466,0,385866,278,25737,14586,413427,76100,496,0,971855,0,0,22642,1,187940,625641,289518,0,3433,0,0,7426,0,97837,154357,41222,0,4649180,0,0,0,107063,4249,0,231100,35746,867670,0,107269,0,5539,0,247034,121553,0,496,0,1303774,417,0,1988,0,0,273239,174546,909712,0,360,0,0,0,5,0,143848,71887,41685,0
04/08/2021,4434042,0,0,2792,250,0,535153,100791,645219,0,380792,277,32634,94139,300223,56506,0,0,841956,0,0,4314,1,264971,623708,261146,0,5400,4642,0,1378,0,114914,112987,49539,311,4434042,0,0,0,182051,0,0,175599,57589,694750,0,94750,0,10145,7480,190332,116507,0,0,0,1127647,0,84,6,0,0,335076,270668,926668,0,0,0,0,0,463,0,157968,77223,9035,0
05/08/2021,4461901,0,0,28980,1010,0,590611,104023,688567,0,435079,0,24846,17203,35121,81709,0,0,844591,0,0,3025,0,210401,593912,299235,0,3557,3626,0,18053,0,139517,306389,32445,0,4461901,0,0,0,350503,90,0,198730,45360,783573,0,63765,0,20748,1101,209158,88418,0,0,0,1062418,1600,708,1632,0,0,275160,207040,943947,0,2337,0,200,0,3004,0,100584,84932,16590,300
06/08/2021,6278147,0,0,17839,30,77,653946,70090,804554,0,375982,85,40656,8047,37867,47225,0,0,844189,0,0,3256,0,217290,771064,303211,0,9392,4045,0,2632,0,108770,196636,1761263,0,6278147,0,0,0,228656,131,414,294046,41187,717485,0,57794,0,9059,1422,252057,80200,0,0,0,1258483,417,799,55,0,0,239674,283703,948344,0,800,0,9499,0,7484,0,72514,78203,1695721,0
07/08/2021,2859562,0,0,400,14,0,34872,102297,592591,0,119351,0,16536,4600,11276,57811,0,0,746481,0,0,200,0,195097,542834,246011,0,21358,706,0,391,2400,101477,52496,9663,700,2859562,0,0,0,36950,2,0,128648,42035,603453,0,53250,0,6196,4156,167834,111167,0,0,0,1023019,0,3509,424,0,0,271414,192619,93893,0,500,0,0,0,1953,0,52601,35728,30213,0
08/08/2021,1881888,0,0,6555,0,0,127093,104101,404593,0,82659,0,20445,3000,25566,31192,0,0,475511,0,0,4,0,12100,275097,176574,0,5693,650,0,1322,0,72055,54882,2727,70,1881888,0,0,0,6199,246,0,185940,38804,452631,0,54044,0,2247,1745,114670,52365,0,0,0,693005,0,0,20387,0,0,16841,121145,53733,0,0,0,0,0,7255,0,25657,24114,10860,0
09/08/2021,4625681,0,0,21323,3164,725,602516,108193,626892,0,351808,0,11451,12258,362355,54520,1,0,771920,1067,0,1963,0,227630,552364,374970,0,29890,6947,0,5905,0,98430,116374,283016,0,4625681,0,0,0,41590,170,0,231395,37890,837180,0,71073,0,2331,5150,243695,170344,0,1,0,1106162,400,416,9531,0,0,299483,171376,919240,0,0,0,29,0,2439,0,84447,91961,293378,6000
10/08/2021,4085073,5,0,9075,0,0,527324,87397,564297,0,385722,5,44935,13072,319769,63176,2,0,766644,0,0,20810,1,151678,500234,317107,0,8389,2245,0,16126,1,51285,92648,142554,572,4085073,0,0,0,108666,340,0,227166,34747,737512,0,97794,6,5552,5430,186169,74554,0,2,0,1100989,2000,1615,2417,0,0,225289,183285,869445,0,158,0,14,0,1262,0,84799,79389,55937,534
11/08/2021,4006469,0,0,6910,1,0,526066,73466,785241,0,366485,0,29109,45790,313888,25703,300,0,718705,0,200,5248,0,151634,455941,240966,0,1680,4050,0,9625,0,90388,112377,42694,1,4006469,0,0,0,180192,547,0,186938,38802,696014,0,43503,0,5929,820,152891,124605,0,300,0,1097368,0,0,3482,0,0,221817,154509,921009,0,2545,1,450,0,5781,2,63051,83704,20606,1602
12/08/2021,4972095,0,0,64599,203,0,524009,154433,876945,0,303038,0,17141,55154,378532,84508,613,0,892252,0,0,5008,0,197318,706748,455303,0,0,4449,0,5649,175,99140,99418,47156,305,4972095,0,0,0,278927,215,0,211401,32904,785596,0,58761,0,5922,26256,270372,154834,0,613,0,1517275,220,545,1143,0,0,267858,240663,885027,0,120,1,752,0,1078,0,114347,101075,16188,0
13/08/2021,8065223,0,0,106252,24,1830,668233,529864,1116373,0,329961,0,60335,30085,698396,84749,0,0,1480005,0,200,3564,0,155382,1211155,558561,0,3420,9994,0,1604,0,207581,211301,595307,1045,8065223,0,0,0,413304,3924,1826,389750,85325,1381029,0,143665,0,13943,6390,379456,235198,0,0,0,2787276,0,303,2639,0,0,242728,276639,939010,0,2,0,12386,0,3590,0,148317,181403,413335,3785
14/08/2021,4354168,0,0,1216,500,2134,112617,148220,731498,0,107009,0,40992,15017,449894,56372,0,0,1114073,0,0,0,0,262215,635862,299049,0,0,67,0,2914,0,149676,170249,54484,110,4354168,0,0,0,80380,505,0,286160,56046,857648,0,103937,0,7268,840,316849,133496,0,0,0,1566702,0,499,2060,0,0,331139,235269,105556,0,0,0,0,0,2307,0,90696,140990,35822,0
15/08/2021,2889311,0,0,5829,12150,0,102647,108478,585826,0,76150,0,73811,28667,270548,71588,0,0,632618,0,957,0,0,15222,426159,260123,0,7360,0,0,1,0,84183,119179,7816,0,2889311,0,0,0,76953,0,0,185413,50048,613669,0,73730,0,24314,0,221105,105083,0,0,0,1135509,0,8552,2200,0,0,12554,122772,103036,0,1925,0,7000,0,1426,0,45000,82102,16919,0
16/08/2021,5656129,0,0,65438,0,0,507547,208019,715410,0,308491,0,67036,37677,459310,82093,144,0,1187945,0,0,2472,0,183255,681224,334098,0,548,0,0,213234,0,134104,132937,335146,0,5656129,0,0,0,363654,2112,0,432194,68379,889942,0,92745,100,11170,15780,295054,97185,0,144,0,1519186,0,80,24728,0,0,259139,231224,850771,0,80,0,550,0,2803,20,75254,133012,290824,0
17/08/2021,4504626,0,450,61540,510,0,565692,145155,631730,0,420407,2,19162,14454,312104,61919,0,0,878884,0,350,12056,0,141937,538787,277530,0,240,721,0,61844,100,102061,191748,53475,11767,4504626,0,0,0,319247,5220,0,219613,53891,741968,0,57037,0,14615,5604,213277,137629,0,0,0,1084362,0,2590,888,0,0,249999,177299,991829,0,310,0,752,0,806,0,83526,96263,47898,0
18/08/2021,4081678,0,500,18038,1084,0,579810,151436,570230,0,349449,0,24226,25215,326441,57221,1671,0,797861,1490,0,16361,0,182495,427263,261880,0,5820,1400,0,23747,0,80728,169893,7100,317,4081678,0,0,0,136389,1376,5,203206,65586,524342,0,60121,0,8243,400,226195,87282,0,1671,0,1115485,0,0,925,0,0,250231,176142,967669,0,620,0,3349,0,871,0,139593,100688,10972,317
19/08/2021,4035184,0,3,2212,101,0,494268,81163,543500,0,313796,0,15352,3966,335402,64144,0,0,843431,0,0,1434,0,209795,523827,246265,0,11154,210,0,109251,0,115627,97785,21198,1300,4035184,0,0,0,172193,255,0,278075,38562,570558,0,55135,8000,8431,623,238672,91246,0,0,0,1028877,0,0,2673,0,0,272995,198697,879090,0,0,0,1400,0,673,0,80560,97827,10642,0
20/08/2021,4733509,0,3,9575,800,522,561019,142188,727273,0,241792,0,22788,14272,368072,89239,960,0,809862,0,0,3665,0,182687,746193,345203,0,4924,4994,0,39880,0,152761,121870,142969,0,4733509,0,0,0,160173,900,1137,284645,39635,865351,0,84840,0,7956,5289,256528,167132,0,960,0,1263453,0,4474,10399,0,0,246730,242633,813504,0,377,0,600,0,4207,3000,67839,96780,104966,0
21/08/2021,2657595,0,0,1373,2650,0,99579,74264,399323,0,80612,0,12884,1098,259260,38638,0,0,593023,420,0,2000,0,196891,438326,215929,0,600,5580,0,6387,0,99543,107563,21652,0,2657595,0,0,0,8877,205,602,250323,37259,519329,0,46656,0,180,700,149116,75405,0,0,0,878685,400,1154,2600,0,0,305247,162962,76596,0,1150,0,232,0,1687,0,63203,67144,7883,0
22/08/2021,1517026,0,0,15496,345,0,66914,39797,319197,0,40290,0,21566,4506,177510,21106,0,0,307324,0,0,3399,0,25172,212488,165153,0,1497,0,0,1383,3,48555,33547,4780,7000,1517026,0,0,0,1565,1081,0,126149,36821,335794,0,27907,0,1263,3655,79721,63798,0,0,0,591922,0,0,1739,0,0,18992,79960,69431,0,1800,0,1300,0,1139,1236,41086,28988,1040,640
23/08/2021,4401400,0,0,3168,255,0,542546,75418,705297,0,315320,0,21262,47087,315531,39484,0,0,685536,0,0,15444,0,216503,432311,317829,0,18268,12550,0,31769,0,86667,120351,397247,1554,4401400,0,0,0,23545,271,0,238599,64253,707241,0,96734,0,6909,1299,195855,97185,0,0,0,986840,660,0,12453,0,0,263321,138284,945793,0,17993,0,450,0,858,0,141290,65760,395148,659
24/08/2021,4093402,0,10,21785,70,450,493457,111763,512490,0,321086,0,20145,3494,295444,57956,417,0,740701,0,0,44773,0,174247,602907,371538,0,10618,1200,0,52376,6500,121943,89025,36739,2268,4093402,0,0,0,176227,622,150,311550,47084,627280,0,73997,0,797,725,237991,81887,0,0,0,1002660,800,869,235,60,0,305366,168081,887583,0,3713,0,1000,0,860,0,66928,89817,4993,2128
25/08/2021,4151459,0,6,21995,100,0,564525,90161,575713,0,331817,0,60422,6937,326965,93169,3561,0,718586,0,0,4367,0,168392,517828,353305,0,10454,331,0,34814,0,127214,117450,22500,849,4151459,0,0,10,200397,6495,0,257186,49175,654084,0,104909,2000,265,720,219730,47000,0,2456,0,1051297,0,0,1847,0,0,247679,124342,917005,0,7090,0,10390,0,13681,0,127177,86552,19453,520
26/08/2021,4061817,0,3,12508,8928,0,546786,69355,644811,0,345471,500,42317,9197,335916,69184,3209,0,699329,0,165,3702,0,161291,547242,264203,0,31428,704,0,73288,306,109110,50097,32766,0,4061817,0,0,0,92067,780,300,248381,78405,657279,0,77859,35,3800,4497,203899,76716,0,3209,0,1055370,0,1499,2549,0,0,250696,254688,869127,0,4656,0,1998,0,481,306,94479,59859,16372,2510
27/08/2021,8474358,0,0,1887,1,2057,529005,313836,883711,0,298629,0,32014,49628,449326,77085,0,0,881305,0,0,2758,0,177072,711213,601228,0,9776,13557,0,17536,0,137831,127910,3155928,1064,8474358,0,0,0,73140,2696,57,392956,70116,855716,0,118979,0,1255,4948,302767,169855,0,0,0,1787712,7790,395,1461,0,0,263417,278563,827381,0,1000,0,5486,0,2119,0,277017,104504,2923883,1145
28/08/2021,3675888,0,0,3981,660,0,125725,130864,596882,0,127560,0,36122,3000,361026,48050,0,0,829672,1330,0,0,0,200129,532360,385584,0,100,4357,0,12606,0,97652,89551,87976,700,3675888,0,0,0,66365,440,200,329301,44622,689324,0,119413,0,6184,1000,186262,94713,0,0,0,1270317,0,0,3063,45,0,293029,197644,108349,0,1600,0,1290,0,4595,0,84743,172380,508,500
29/08/2021,2321704,0,0,11099,300,0,108973,87890,401086,0,97549,0,48733,19928,217395,43256,0,0,410914,0,0,500,0,4026,473355,215388,0,1210,340,0,42721,0,67173,54437,14131,1300,2321704,0,0,1,16420,0,0,270985,38449,499804,0,58831,0,631,2330,124144,123631,0,0,0,794726,0,0,0,0,0,11506,178162,75544,0,810,0,200,0,7,0,81128,43529,865,0
30/08/2021,5742771,0,0,16079,0,249,551935,254858,926848,0,380949,2000,78632,28405,467125,70918,0,0,950426,0,0,18409,0,201341,776656,464026,0,3458,3864,0,40354,0,146344,146469,212793,633,5742771,0,0,1000,54848,645,1049,367839,50183,1030017,0,89864,0,19348,10141,301340,221795,0,0,0,1601212,0,936,2406,75,0,276230,268497,963934,0,4430,885,1278,0,393,0,171758,113200,189471,0
31/08/2021,6814656,0,14,6486,5001,1,541963,290972,1011864,0,444704,240,51018,38610,621817,72841,480,0,1202115,0,0,12767,0,228707,974780,431436,0,3375,11029,0,35312,10000,146053,193666,479407,0,6814656,0,0,0,121650,8099,2,373197,113901,1097483,0,125855,0,23522,502,328144,241715,0,0,0,2230052,300,700,3553,0,0,316923,225460,997576,0,125,0,1925,0,1676,0,192529,131745,278013,10
01/09/2021,5811087,0,1035,16730,2308,3001,598433,150007,940694,0,403134,0,109162,21195,639229,53159,789,0,992609,0,0,5077,0,183227,781615,478244,0,0,3822,0,79174,0,127730,125109,95605,0,5811087,0,0,21,92798,2136,3001,428662,112495,989843,0,148830,0,17060,6271,352814,157815,0,789,0,1638636,900,345,8190,0,0,268355,302515,930519,0,0,0,1650,0,6501,0,183835,103841,53265,0
02/09/2021,5498240,0,5,12737,336,0,596186,125781,763141,0,481035,0,78138,45551,542378,99783,2371,0,1002134,0,14,631,0,214798,684006,339446,0,3233,3720,0,78406,0,124312,126820,172318,959,5498240,0,0,0,164846,8856,497,405424,72415,915628,0,143123,0,13320,2303,276498,151383,0,2371,0,1469557,404,2535,3372,0,0,331794,262962,1008918,0,8183,200,2500,0,790,0,119121,121343,9887,10
03/09/2021,6947086,0,1872,29601,73,60,619922,155726,793194,0,364646,0,52658,7794,513490,65564,0,0,978832,0,0,4387,0,165859,714001,316551,0,24196,27368,0,126562,0,137798,144365,1701568,1000,6947086,0,0,0,166514,330,123,435666,71652,1018327,0,142059,0,8034,4814,302963,146164,0,0,0,1413864,600,0,575,0,10,211632,275948,874329,0,3038,0,1000,0,6275,0,327555,105624,1429980,10
04/09/2021,3479768,0,0,9264,300,0,142972,97210,539101,0,202052,0,74703,1100,330141,87338,0,0,813502,0,0,3180,0,179735,452759,256952,0,5768,18622,0,16136,0,105349,109665,32319,1600,3479768,0,0,0,13397,485,0,339199,58695,711771,0,43661,2000,5299,73,168000,115493,0,0,0,1250803,400,0,1000,0,0,299566,159592,128286,0,0,0,300,0,1395,0,98541,59118,21094,1600
05/09/2021,2410524,0,0,8752,0,0,107692,84849,448407,0,111553,0,47271,12501,274128,50248,0,0,493790,0,0,9115,0,21965,308817,240138,0,0,6776,0,42328,0,92268,47823,2027,75,2410524,0,0,0,17226,171,0,313761,29315,453404,0,42230,0,3103,0,130139,81225,0,0,0,883551,600,0,2474,0,0,19415,187930,85573,0,0,0,274,0,2214,0,89221,56629,12068,0
06/09/2021,5232254,0,0,6879,3100,1000,553584,95575,652325,0,406453,1070,21166,34544,434239,91123,0,0,820966,0,0,19130,0,134518,419297,323178,0,5474,2960,0,213326,0,99997,112056,779295,1000,5232254,0,0,0,135656,586,0,377524,65242,724476,0,121793,70,2294,1920,185043,171126,0,0,0,1202726,600,1584,4085,0,0,189304,217920,929373,0,0,0,3742,0,1074,0,71824,67665,756628,0
07/09/2021,3799131,0,1113,8062,1000,0,508191,55754,607211,0,441455,0,24378,14100,318651,84354,150,0,631282,0,532,26448,1,164425,367747,250394,0,2280,15000,0,45269,0,101395,101674,28266,0,3799131,0,0,0,166027,201,57,239507,49328,543638,0,112374,0,12883,1691,162049,67894,0,0,0,972518,0,1657,11041,1,0,229856,196929,902247,0,0,0,1425,0,12,0,53470,49222,25104,0
08/09/2021,3964099,0,0,4420,4200,0,508097,62243,642687,0,332832,75,58716,1700,304140,66318,24,0,714977,0,0,7276,2,148863,426498,225332,0,599,1650,0,27406,0,113195,74664,238184,0,3964099,0,0,14,78100,1979,0,147086,49685,870222,0,112136,0,22505,475,175540,80966,0,24,0,1059889,0,0,81,4,0,198925,159173,824901,0,477,0,3611,0,6672,0,120501,48251,2884,0
09/09/2021,4310552,0,8,3722,0,0,545593,148418,525332,0,411002,124,8527,12324,375951,85591,0,0,704484,0,0,13654,0,232855,618451,287303,0,10851,13076,0,90900,0,85341,121651,15220,175,4310552,0,0,0,107250,0,730,272161,42449,624303,0,187979,0,9100,24,220592,122013,0,0,0,1110010,0,1310,1016,0,0,327115,195133,879229,0,3601,0,2000,0,318,0,78061,102021,23839,300
