Fecha,Total de monto enviado,"Monto enviado por Accendo Banco, S.A.","Monto enviado por Banco Actinver, S.A.","Monto enviado por Banca Afirme, S.A.","Monto enviado por Opciones Empresariales del Noreste, S.A. de C.V.","Monto enviado por Banco Autofin México, S.A.","Monto enviado por Banco Azteca, S.A.","Monto enviado por Banco del Bajío, S.A.","Monto enviado por Banco Nacional de México, S.A.","Monto enviado por Banco Ahorro Famsa, S.A.","Monto enviado por BanCoppel, S.A.","Monto enviado por Banco Bancrea, S.A.","Monto enviado por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto enviado por Bankaool, S.A.","Monto enviado por Banco Mercantil del Norte, S.A.",Monto enviado por Banco Regional S.A.,"Monto enviado por Bansi, S.A.","Monto enviado por Banco Base, S.A.","Monto enviado por BBVA Bancomer, S.A.","Monto enviado por Banco Monex, S.A.","Monto enviado por CIBanco, S.A.","Monto enviado por Banco Compartamos, S.A.","Monto enviado por Consubanco, S.A.","Monto enviado por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto enviado por HSBC México, S.A.","Monto enviado por Banco Inbursa, S.A.","Monto enviado por Banco Inmobiliario Mexicano, S.A.","Monto enviado por Intercam Banco, S.A.","Monto enviado por Banca Mifel, S.A.","Monto enviado por Banco Multiva, S.A.","Monto enviado por Banco Pagatodo, S.A.","Monto enviado por Banco Sabadell, S.A.","Monto enviado por Banco Santander (México), S.A.","Monto enviado por Scotiabank Inverlat, S.A.","Monto enviado por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto enviado por Banco Ve Por Mas, S.A.",Total de monto recibido,"Monto recibido por ABC Capital, S.A.","Monto recibido por Accendo Banco, S.A.","Monto recibido por Banco Actinver, S.A.","Monto recibido por Banca Afirme, S.A.","Monto recibido por Opciones Empresariales del Noreste, S.A. de C.V.","Monto recibido por Banco Autofin México, S.A.","Monto recibido por Banco Azteca, S.A.","Monto recibido por Banco del Bajío, S.A.","Monto recibido por Banco Nacional de México, S.A.","Monto recibido por Banco Ahorro Famsa, S.A.","Monto recibido por BanCoppel, S.A.","Monto recibido por Banco Bancrea, S.A.","Monto recibido por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto recibido por Bankaool, S.A.","Monto recibido por Banco Mercantil del Norte, S.A.",Monto recibido por Banco Regional S.A.,"Monto recibido por Banco del Ahorro Nacional y Servicios Financieros, S.N.C.","Monto recibido por Bansi, S.A.","Monto recibido por Banco Base, S.A.","Monto recibido por BBVA Bancomer, S.A.","Monto recibido por Banco Monex, S.A.","Monto recibido por CIBanco, S.A.","Monto recibido por Banco Compartamos, S.A.","Monto recibido por Consubanco, S.A.","Monto recibido por Fundación Dondé Banco, S.A.","Monto recibido por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto recibido por HSBC México, S.A.","Monto recibido por Banco Inbursa, S.A.","Monto recibido por Banco Inmobiliario Mexicano, S.A.","Monto recibido por Intercam Banco, S.A.","Monto recibido por Banco Invex, S.A.","Monto recibido por Banca Mifel, S.A.","Monto recibido por Banco Multiva, S.A.","Monto recibido por Banco Pagatodo, S.A.","Monto recibido por Banco Sabadell, S.A.","Monto recibido por Banco Santander (México), S.A.","Monto recibido por Scotiabank Inverlat, S.A.","Monto recibido por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto recibido por Banco Ve Por Mas, S.A."
14/10/2020,4112281,0,0,31844,25,1767,357279,0,864906,0,273532,0,40254,50522,329782,30990,0,0,644965,2100,0,270,0,48829,890767,297009,0,4413,28130,4700,17525,1,77758,114712,200,0,4112281,0,0,0,301882,201,2166,293691,1100,874111,0,98567,80,4257,1010,359372,78159,0,0,0,1027253,0,0,8028,0,0,47879,137196,655255,0,60,0,8384,1,1372,0,62482,142774,1002,6000
15/10/2020,4958017,0,0,14483,1483,5772,429790,0,1021133,0,285588,0,92057,13183,476631,36337,0,0,728484,0,0,7340,0,28849,1047892,296095,0,140,4000,0,14391,829,138283,165622,149533,104,4958017,0,0,0,161432,4198,350,428140,6039,1089611,0,203450,135,1600,8360,327913,148792,0,0,0,1304735,0,0,7938,0,0,37900,193869,640772,0,1140,0,0,0,2585,0,53586,106273,229099,100
16/10/2020,3989898,0,60,5615,1,1535,503686,0,817282,0,222609,0,26213,20127,312839,30650,1,151,620060,0,0,4303,0,89174,786877,228498,0,6579,5006,5,15538,0,109838,175702,6715,834,3989898,0,0,0,94930,165,35,340997,1500,812514,0,116240,100,7844,6925,256212,72359,0,1,1,1104360,0,0,9470,0,0,88274,149902,722745,0,197,0,5806,0,927,0,82737,83357,31965,334
17/10/2020,2508304,0,0,9478,55,1,69681,0,653488,0,4377,0,15105,3500,200364,24863,1,0,503394,0,0,814,0,84010,598270,118628,0,500,3050,8000,12200,904,80421,94330,22870,0,2508304,0,0,0,192810,480,400,229522,139,608131,0,21031,0,1722,0,194894,48266,0,1,0,819271,0,0,2247,0,0,101402,121527,47360,0,501,0,0,0,2391,0,41915,69816,4480,0
18/10/2020,1685879,0,0,5693,0,0,44097,0,429086,0,107979,0,8022,894,168733,16778,235,0,288387,1000,0,0,0,0,435973,70677,0,3000,550,5,796,100,38927,64948,0,0,1685879,0,0,0,125816,500,0,151575,300,410948,0,94915,339,922,1960,148385,34896,0,235,0,511793,0,0,0,0,0,0,66606,17573,0,300,0,0,0,419,0,49462,67856,1080,0
19/10/2020,3658627,0,0,9519,101291,0,435300,0,652586,0,295333,0,9263,342,201174,9365,0,2006,464891,0,0,459,0,60934,512595,126860,0,1397,0,1828,20230,561,47454,81859,620550,2830,3658627,0,0,0,106986,328,1400,257919,1660,790577,0,88425,70,3286,80,162584,31721,0,0,2000,862252,0,0,7779,0,0,42325,78482,674339,0,97,0,0,0,296,0,64670,92890,388080,381
20/10/2020,3019685,0,0,1460,730,1351,449325,0,465554,0,298310,0,7280,1631,180094,13888,1,802,405792,0,0,13759,0,46523,773404,163553,0,35,8351,7923,51978,0,58814,67728,10,1390,3019685,0,0,0,245685,1835,300,396551,100,507777,0,88163,126,2170,1126,148499,51267,0,1,800,676976,0,0,2044,0,0,38755,56886,669045,0,35,0,1,0,3023,0,44517,55090,18263,10650
21/10/2020,3353331,0,0,3260,2,40,378380,0,548254,0,314984,0,3623,6621,220970,6455,2,1186,440932,0,0,7510,1,75687,967269,166590,0,59,2,0,28902,300,48355,114447,19500,0,3353331,0,0,0,324834,4781,3392,358750,550,591753,0,81907,42,3644,1621,176273,40650,0,2,1186,830957,0,0,11746,0,0,52297,90724,633064,0,0,0,2,0,93,0,56025,79929,9110,0
22/10/2020,3089493,0,0,4325,50,0,388756,0,505844,0,245630,0,3874,366,229597,22354,2403,15005,461060,0,0,1614,234,52852,724235,222550,0,4075,1800,0,6175,0,74749,113525,421,8000,3089493,0,0,0,153959,31,3,335643,1464,592729,0,55422,0,2293,2351,271841,46816,0,2402,15002,658680,0,0,2273,0,0,57514,107370,615020,0,205,0,0,0,844,2000,66604,82316,15912,800
23/10/2020,3670661,0,0,7021,32,5001,498813,0,622518,0,210876,0,14829,473,236635,33330,0,1000,497032,0,0,3449,0,34914,1019392,244482,0,3401,100,17,35693,1500,117811,80041,1301,1000,3670661,0,0,0,327127,160,703,402447,1850,647370,0,73877,0,7909,293,261814,58503,0,0,1001,859682,0,0,1131,1,0,28835,112664,720651,0,0,0,1400,2,3275,0,114074,42652,2842,400
24/10/2020,2368208,0,0,4800,200,0,68827,0,550439,0,65065,0,27718,2196,161157,21299,0,7,354314,0,0,0,0,41718,727019,119505,0,12412,2921,0,10092,1520,112833,79867,0,4300,2368208,0,0,0,282807,200,0,339729,0,558292,0,74643,0,405,4800,136519,26529,0,0,6,664034,0,0,1824,0,0,35517,80940,26479,0,0,0,50,0,508,0,90156,44567,5,200
25/10/2020,1385813,0,0,1,0,0,33760,0,347947,0,34377,0,2631,65,142970,13248,0,0,286629,0,0,257,0,0,331377,104033,0,4190,1,0,3268,0,47294,33665,0,100,1385813,0,0,0,136498,0,0,127364,310,363565,0,37873,0,700,2000,128986,48073,0,0,0,394443,0,0,1261,0,0,0,63660,6513,0,100,0,622,0,284,10,46563,26858,130,0
26/10/2020,5266312,0,0,1590,125,320,527153,0,609251,0,268043,0,11990,2637,179524,16739,0,0,446583,100,0,5039,1,50478,694967,162449,0,4722,6000,0,9194,5659,130360,95947,2036697,743,5266312,0,0,0,279587,7929,1914,236975,24289,580187,0,70371,0,1950,100,225737,64460,0,0,0,740498,100,0,12819,0,0,49072,83862,753417,0,4365,0,0,0,196,0,108832,198017,1817890,3743
27/10/2020,3453134,0,0,8812,45,1100,438217,0,528151,0,239914,0,12892,19850,169031,16714,0,2400,522145,0,0,12717,0,44840,893961,149027,0,1475,0,0,6777,0,149165,75557,160344,0,3453134,0,0,0,438563,841,700,379124,68266,478571,0,31696,0,5591,100,147906,32359,0,0,2400,703618,0,0,9950,0,0,40990,143596,681610,0,475,0,53,0,525,100,143429,56823,85848,0
28/10/2020,3713678,0,0,26084,0,0,452402,0,588803,0,276720,0,60124,6836,160311,15729,0,9500,836503,0,0,2011,0,17247,927416,138893,0,4398,7779,10,7738,4000,97531,71242,0,2400,3713678,0,0,0,365093,200,0,589557,25638,674549,0,171375,0,2798,1360,167477,44079,0,0,9500,703620,0,0,2288,0,0,21586,121302,659698,0,234,0,0,0,426,375,70168,68645,11811,1900
29/10/2020,4475273,0,0,25559,35,30,479941,0,772781,0,238542,0,86980,49029,301806,40162,0,3621,495524,0,0,14447,0,64522,1269798,318719,0,1700,24500,0,16432,16000,122723,132419,0,0,4475273,0,0,0,438547,520,32,340163,48861,819053,0,131011,0,1532,1314,271145,86171,0,0,3622,1151170,1,0,465,0,0,61522,116523,745883,0,200,0,500,0,5091,0,163297,76813,11836,0
30/10/2020,5690045,0,0,49234,178,1550,521065,0,1298969,0,255127,0,62352,19525,382700,34198,3,9420,871238,0,0,2786,0,33925,1262717,361219,0,0,15348,9000,9851,40000,275515,135325,38800,0,5690045,0,0,0,365168,2675,10485,375985,21351,1287456,0,188603,0,6231,821,374177,109236,0,3,10553,1471136,0,0,23431,0,0,33925,240097,780317,0,1033,0,200,0,3841,0,120751,238439,24133,0
31/10/2020,3878818,0,0,62350,10636,0,125863,0,852125,0,92172,0,16783,10919,303139,16552,0,16000,717353,0,0,1025,0,71178,1104007,216450,0,46,14450,0,3007,40,141590,102984,150,0,3878818,0,0,0,354968,195,600,416668,40136,909238,0,107893,0,6202,10918,296842,71231,0,0,0,1148975,0,0,20427,0,0,37571,126402,86651,0,12,0,1,0,1160,0,138331,101386,2713,300
01/11/2020,2336988,0,0,8900,510,0,56048,0,500315,0,82314,0,20269,1080,233151,18440,0,0,489894,2500,0,260,0,10950,526314,186278,0,0,8400,0,2251,0,86350,102164,0,600,2336988,0,0,0,5712,670,670,363354,5130,555669,0,104629,0,430,9175,178471,43046,0,0,0,792112,0,0,2000,0,0,0,80020,54003,0,1,0,0,0,245,0,56795,79702,5156,0
02/11/2020,3302141,0,0,70830,414,0,107838,0,856375,0,102242,0,13810,3892,299548,20698,0,3280,531616,0,0,2,0,51059,803785,197643,0,600,600,2000,11046,0,120996,103768,50,50,3302141,0,0,0,373877,11184,0,219024,17503,798555,0,73462,0,3515,0,294597,74621,0,0,0,960955,0,0,706,0,0,31863,156854,58410,0,0,0,0,0,420,0,128071,90358,8167,0
03/11/2020,4381538,0,0,24347,3400,1070,688545,0,812302,0,310885,0,47176,5097,256277,26003,0,0,597603,0,0,4565,0,83167,1015957,249744,0,14958,1149,0,36012,0,112861,85782,0,4638,4381538,0,0,0,282750,198,3200,368217,10465,703246,0,111573,0,2608,3800,255739,134700,0,0,1,964215,0,0,9962,0,0,67717,228389,950147,0,165,0,1069,0,98,99,174162,70969,33105,4943
04/11/2020,4025085,0,2139,33739,0,0,497963,0,719441,0,299533,0,9719,12700,222832,18532,0,0,551832,0,0,3021,2,26025,837532,185921,0,255,416,0,61564,0,127949,78773,329017,6180,4025085,0,0,0,417804,470,2400,348064,22500,601643,0,51277,50,11509,200,193335,46021,0,0,1,901093,0,0,6070,2,0,25410,85555,774019,0,38,0,416,0,511,0,186153,65939,280974,3630
05/11/2020,4344946,0,0,56040,0,0,431895,0,868406,0,249360,0,27880,7307,226892,28954,1,10500,731827,0,0,115,0,70570,1071459,140544,0,9507,6150,0,25518,8000,188244,145126,40650,0,4344946,0,0,0,500858,3340,7000,475536,15943,673871,0,95054,20,1540,1956,191392,121300,0,0,10500,988446,0,0,797,0,0,69570,144901,654232,0,1417,0,0,0,2605,0,271424,88044,25198,0
06/11/2020,4163455,0,0,45420,4000,220,454700,0,827644,0,269793,0,39582,1858,251499,40094,0,2,599433,0,0,5156,0,50888,1046580,239166,0,0,3930,4,6872,5716,135778,115620,19000,500,4163455,0,0,0,518865,3725,8322,365852,3892,788488,0,96903,135,8014,856,249945,196905,0,0,1,871765,0,0,3638,0,0,50888,128441,704246,0,0,0,1020,0,384,0,67798,53716,39654,1
07/11/2020,2641802,0,0,45901,500,0,103066,0,548613,0,89947,0,11654,3500,235984,35413,0,2,376675,0,0,0,0,41440,836488,150629,0,1000,1461,5,0,1180,85849,65959,6536,0,2641802,0,0,0,307008,500,0,389248,450,550647,0,82941,50,331,0,166924,130533,0,0,6,729230,0,0,0,0,0,53610,79589,35970,0,200,0,1710,0,119,1,83639,27837,855,404
08/11/2020,1923346,0,0,40300,1300,0,107953,0,436157,0,74235,0,8166,500,152760,25835,0,10,383085,0,0,0,0,750,472443,111763,0,1930,4000,0,8051,1,56200,37906,0,1,1923346,0,0,0,267145,125,200,158851,739,434986,0,66910,0,1880,0,144135,120600,0,0,4,524862,0,0,165,0,0,0,73809,22635,0,0,0,0,0,2694,2,57559,46044,0,1
09/11/2020,5759300,0,0,16580,661,150,602094,6811,570405,0,469250,0,30112,2461,269589,49079,0,0,552007,0,0,11077,0,35857,881505,243437,0,4840,0,0,48904,1000,107851,108544,1747086,0,5759300,0,0,0,272938,784,1114,355969,8098,681470,0,141392,150,3794,319,256933,182105,0,0,0,880367,0,0,4181,0,0,33358,115182,965560,0,740,0,0,0,6710,0,91857,85583,1670697,0
10/11/2020,4072762,0,0,23004,508,0,537923,4753,591960,0,334607,0,70144,4532,280861,42322,0,0,544699,1672,0,12460,0,33060,1098297,145049,0,3048,300,200,48811,1021,186788,92334,14410,0,4072762,0,0,0,474843,3098,700,413508,17680,760086,0,92993,90,12601,0,248593,170177,0,0,0,841093,0,0,6155,0,0,27931,89746,748379,0,900,0,50,0,639,10,112490,46520,4482,0
11/11/2020,4208247,0,0,18635,1235,0,438364,1550,770529,0,338938,0,94724,2896,269684,38099,0,0,505336,0,0,0,0,46659,1133562,199068,0,3750,5187,440,32511,340,147447,81287,78007,0,4208247,0,0,0,315169,6486,0,523829,7195,719600,0,165685,139,13538,26,285560,124586,0,0,0,925201,0,0,700,0,0,41959,134323,668919,0,52,0,0,0,1770,0,147959,75461,48090,2000
12/11/2020,4706823,0,0,4413,5868,30,429472,2824,752031,0,280521,0,76012,49796,322742,34232,0,0,458794,0,0,5075,0,35421,1043411,396298,0,220,588,0,34490,0,119691,92987,561358,549,4706823,0,0,0,358628,2141,924,452596,10095,720695,0,156462,289,17681,5891,323686,125991,0,0,0,961683,0,0,12801,0,0,35421,126630,755414,0,12000,0,0,0,7063,500,98335,91231,430556,110
13/11/2020,6108468,0,0,44115,13166,35,563485,5161,1033186,0,279785,0,116726,34584,468882,51975,0,0,842413,0,0,16110,0,51304,1784778,403104,0,9851,1942,0,24931,23642,182753,140616,15924,0,6108468,0,0,0,410943,13186,35,797950,23794,1105610,0,229175,200,5477,4815,427230,209963,0,0,0,1483574,0,0,26176,0,0,51304,234718,778118,0,2200,0,4065,0,140,500,124106,142887,32302,0
14/11/2020,4618052,0,0,29594,3585,0,141397,198,1022222,0,142253,0,34223,6757,386844,54170,0,0,747487,0,0,2900,0,48030,1401365,255080,0,7405,2150,0,8003,200,179194,98787,46207,0,4618052,0,0,0,643454,200,0,445091,2181,885527,0,153883,0,4204,2200,331219,166630,0,0,0,1401566,0,0,7635,0,0,56758,160218,100507,0,0,0,0,0,503,0,129034,79907,44484,2850
15/11/2020,3025703,0,0,33182,0,1920,84794,8400,561149,0,126002,0,76300,15130,240682,29418,0,0,498266,0,0,251,0,9745,929205,181160,0,0,3200,0,4608,0,141004,72741,7512,1035,3025703,0,0,0,342453,992,0,351089,13355,719667,0,97499,0,6505,0,205101,81844,0,0,0,870470,0,0,5808,0,0,9745,95244,65122,0,0,0,400,0,737,0,97220,53171,1632,7650
16/11/2020,3606324,0,0,23350,0,0,94842,612,806965,0,105577,0,43865,1110,291314,35808,0,0,672225,0,0,460,0,33163,878619,327023,0,0,16497,0,1306,1835,141851,125479,3950,473,3606324,0,0,0,272979,0,0,418280,8120,801186,0,143877,0,3750,500,216975,97556,0,0,0,1083617,0,0,10598,0,0,32663,140272,106984,0,5000,0,0,0,111,500,170765,86100,5259,1233
17/11/2020,4854688,0,0,17624,801,100,566609,10384,970339,0,255234,0,26771,6439,333332,46806,5,0,589942,54,0,11857,0,38360,1223547,248938,0,8550,88601,7500,15605,3500,155433,107807,120254,295,4854688,0,0,0,331645,2051,900,481637,10238,886119,0,90340,0,4000,4979,349894,144758,0,0,0,1193424,0,0,6992,0,0,38049,144842,865304,0,2859,0,0,0,579,0,86021,33586,172970,3500
18/11/2020,4783142,0,0,8779,14285,9390,582523,25744,961268,0,173379,0,33273,3921,218708,28259,1,0,504011,0,0,8907,0,41616,1245892,193574,0,3438,29096,500,9007,0,129284,493988,62300,2000,4783142,0,0,0,342758,1218,0,601020,11270,845825,0,72316,100,13691,370,212648,203390,0,0,0,1094440,0,0,1083,0,0,41116,408838,691834,0,6838,10100,100,0,5,0,120525,75910,25748,2000
19/11/2020,5097400,0,0,64711,13160,1810,486301,3995,920324,0,253703,0,17968,6850,213549,36627,0,0,579315,3000,0,200,0,56452,1348215,176422,0,301,4028,0,18352,12800,137470,600307,141500,40,5097400,0,0,0,610836,1289,1810,398548,17340,770244,0,70386,0,8600,291,295570,151991,0,0,0,1192555,0,0,1400,0,0,60392,657978,663923,0,336,0,1,0,382,1000,88727,75875,27885,40
20/11/2020,5236354,0,0,104457,2,3098,671405,21092,893683,0,180288,0,23678,1637,327146,37897,0,0,807769,0,0,9222,0,48842,1455605,259855,0,3354,8305,1,17041,8500,215730,129527,8000,220,5236354,0,0,0,845676,346,3035,502950,10614,831878,0,105680,25,8500,1438,341201,102629,0,0,0,1149700,0,0,3391,0,0,47652,231545,827439,0,4146,0,504,1,203,0,127915,61010,23750,5127
21/11/2020,3105616,0,0,33541,2150,0,132656,2159,561870,0,81742,0,96253,9139,206668,27990,0,0,468058,0,0,1500,0,34756,1093808,148167,0,4057,4315,0,2891,11792,115763,65590,750,0,3105616,0,0,0,615001,1628,0,329719,4233,671434,0,94532,0,1928,5300,170338,78340,0,0,0,769701,0,0,3680,0,0,36435,97020,64394,0,0,0,3306,0,723,0,80515,69848,1350,6190
22/11/2020,2223476,0,0,30355,85,0,57342,3122,411286,0,74818,0,89018,4513,149944,33632,580,0,290884,0,0,62,0,3000,830588,89884,0,5229,260,2000,1132,8000,58418,79323,0,0,2223476,0,0,0,314329,155,0,400964,0,519212,0,73351,0,1900,1348,115984,65175,0,580,0,508346,0,0,1852,0,0,0,72888,41195,0,1512,0,0,0,1794,0,70411,28978,3500,0
23/11/2020,4960395,0,0,20846,500,0,672070,24298,751095,0,475410,0,56295,8604,184658,22169,0,0,540306,0,0,9517,0,88115,1004564,205236,0,8274,2370,25928,19363,0,175661,81969,582758,389,4960395,0,0,0,371674,1203,300,365659,3505,807262,0,127105,175,942,5050,271325,94447,0,2000,0,835871,0,0,11378,0,0,82615,175814,1073781,0,5499,0,0,0,53,0,114567,49930,557242,3000
24/11/2020,4049395,0,0,76522,353,0,537857,21161,551046,0,315668,0,25223,2130,170522,27584,0,0,473801,1,0,18398,0,24166,1260664,255985,0,9680,5442,0,10638,0,174052,50537,37239,725,4049395,0,0,0,706965,203,700,398391,3956,629072,0,81672,0,3030,1980,197116,75042,0,0,0,737243,0,0,2551,0,0,24166,98360,846186,0,44,0,0,0,2719,0,156114,35609,44803,3473
25/11/2020,3917344,0,0,56269,800,651,406248,8385,674211,0,337856,0,51158,22995,222539,17034,0,0,466416,0,0,956,0,39200,1130349,184503,0,14688,6500,0,18211,0,147221,110443,5,705,3917344,0,0,0,461397,294,651,581134,10968,657641,0,61239,54,3504,2930,186483,84423,0,0,0,832170,0,0,3017,0,0,39000,105441,714209,0,8611,0,3100,0,260,10,82197,73888,4023,700
26/11/2020,3994722,0,0,54080,0,0,410517,3445,644707,0,271545,0,70937,4029,219386,18224,0,0,520031,0,0,3881,0,56304,1250656,197478,0,10106,8701,6150,8730,3827,96176,119645,16167,0,3994722,0,0,0,474402,123,0,403422,10026,706732,0,99751,89,2307,2120,244476,111785,0,500,0,871845,0,0,91,0,0,60889,171522,681979,0,6308,0,3000,0,915,2,86900,52925,1564,1050
27/11/2020,6052780,0,600,49673,1557,529,542734,48999,1310736,0,261291,0,21594,51608,351363,58225,0,0,823571,0,0,11928,0,64585,1548211,483957,0,7817,9019,0,17862,3600,173726,202584,7010,0,6052780,0,0,0,397506,1123,529,601017,17710,1096505,0,186120,135,3646,6092,444696,183849,0,0,0,1771691,0,0,11725,0,0,57178,254262,783640,0,3809,0,0,0,3294,1000,145426,77976,2200,1650
28/11/2020,4241005,0,0,56919,200,0,115605,80232,674696,0,112366,0,71897,18891,282007,48223,0,0,576475,0,0,12380,0,62369,1633618,292757,0,2664,8126,0,1,0,127797,63782,0,0,4241005,0,0,0,723677,0,0,497483,9495,839100,0,210968,0,2790,750,295242,128465,0,0,0,1063836,0,0,2280,0,0,35899,84435,90271,0,175,0,0,0,1521,0,210300,44278,40,0
29/11/2020,3076649,0,0,69450,0,0,105945,18844,657355,0,73547,0,56354,4609,229966,26707,0,0,440283,0,0,13000,0,7194,998506,209182,0,6678,3900,0,4479,0,67706,82943,0,0,3076649,0,0,0,427474,70,0,335821,300,729700,0,98978,0,1000,0,206092,77792,0,0,0,833987,0,0,3225,0,0,6544,129047,96398,0,4300,0,269,0,49,0,80668,44635,300,0
30/11/2020,8147872,0,0,37306,3610,110,549684,178445,1217852,0,323412,0,76190,47538,433887,44603,0,0,865201,2000,0,2474,0,32707,1347592,424249,0,17420,2865,0,11773,200,233131,235107,2060517,0,8147872,0,0,0,425330,22490,600,552359,20959,1019780,0,189742,0,1927,7060,509889,188523,0,0,0,1900131,0,0,6849,0,0,35497,226786,815950,0,5420,0,0,0,1355,9,264529,178246,1774442,0
01/12/2020,6722647,0,0,52728,81,70,605006,28641,1149369,0,416024,0,108154,16441,447593,52359,0,0,890620,0,0,8627,0,81363,1608016,645203,0,180,5450,0,42356,0,187886,171433,205047,0,6722647,0,0,0,702082,357,1370,588780,6492,1198864,0,172087,0,16066,3414,392356,191544,0,0,0,1660423,0,0,12735,0,0,56891,281254,1048723,0,180,0,0,0,6133,0,130571,104844,147480,0
02/12/2020,5914323,0,390,18206,161,1900,488576,53931,918450,0,359817,0,47317,5102,385175,43355,0,0,763473,8000,0,5351,0,39738,1620236,664898,0,10077,15251,0,43231,0,208382,171328,41879,100,5914323,0,0,0,769320,71,0,451011,49322,896651,0,175129,40,3038,1837,411036,241389,0,0,0,1472457,0,0,2680,0,0,39188,179662,907792,1,77,0,9164,150,652,0,226563,66045,10948,100
03/12/2020,5670920,0,301,128530,281,0,551649,20055,925077,0,318791,0,55727,12581,360722,28657,0,0,698269,7000,0,1110,0,58978,1652242,463128,0,944,4070,157,21529,2008,229357,100664,28900,193,5670920,0,0,0,1017005,673,0,436021,8411,886788,0,138712,0,9395,6041,296698,165260,0,0,0,1290678,0,0,8799,0,0,47526,210569,900334,0,2000,0,1052,0,7015,0,141610,79997,15744,593
04/12/2020,5280563,0,0,21783,4799,30,670801,19050,1073605,0,256313,0,74664,86131,337112,58793,0,0,679729,1600,0,25352,0,47673,1100946,429555,0,103,1941,340,34616,1080,227763,116182,8116,2485,5280563,0,0,0,214267,427,30,655242,13635,936231,0,187766,0,26172,1353,345001,204783,0,0,0,1370589,0,0,1073,0,0,51412,194616,808092,0,3707,0,0,0,1672,0,153117,102737,8641,0
05/12/2020,4381990,0,0,15840,2750,0,157166,6526,1000330,0,93027,0,70612,14007,398628,43797,0,0,886367,0,0,2414,0,34712,924543,371292,0,4000,7900,0,13088,276,215721,109123,9870,0,4381990,0,0,0,91881,146,0,465902,4399,1615183,0,130845,159,8277,1900,226045,212507,0,0,0,1170722,0,0,4060,0,0,40202,169799,112463,0,3000,0,2830,0,1474,0,69473,39772,10215,737
06/12/2020,2837956,0,0,18317,125,0,97589,11070,600470,0,64668,0,16080,36577,218699,29991,0,0,486292,0,0,202,0,3768,842019,218676,0,1100,2211,110,10539,0,85823,83630,8000,2000,2837956,0,0,0,153397,16241,0,335366,3897,820810,0,152908,0,1620,7684,212115,58425,0,0,0,760582,0,0,243,0,0,2358,128600,63290,0,0,0,0,0,102,0,70745,36774,8799,4000
07/12/2020,4786650,0,0,3515,6930,0,457788,24652,810402,0,313979,0,16760,12146,327428,56489,0,0,688542,0,0,5287,0,39860,784433,523260,0,16938,14506,525,50546,10,184005,108492,338563,1592,4786650,0,0,0,209629,680,0,326555,13461,830912,0,108388,0,1297,6163,235404,130455,0,0,0,1327772,0,0,7844,0,0,39860,196852,814962,0,10200,0,0,0,114,0,122720,121730,278520,3132
08/12/2020,4861017,0,0,22395,234,0,444255,11047,815529,0,344509,0,49686,17407,283956,45555,0,0,595557,0,0,13395,0,38527,1243647,513428,0,2197,44500,0,44350,1300,196244,133286,11,1,4861017,0,0,0,564147,785,3,478779,7817,883679,0,99947,104,7219,7341,283275,119025,0,0,0,1145989,0,0,2712,0,0,48608,190499,814279,0,3414,0,0,2350,1348,1300,115836,79006,3295,261
09/12/2020,4942780,0,0,13250,100,64,455278,11544,804578,0,329193,1,33122,6105,266296,58174,1,0,684303,0,0,1976,0,42301,980352,826610,0,7645,12715,0,33477,3000,128500,162681,81412,100,4942780,0,0,1,84425,2921,64,557081,49986,931904,0,149750,0,639,0,307782,142920,0,0,0,1317080,0,0,12526,0,0,42301,183600,856050,0,805,0,3857,0,1182,0,83594,124599,89312,400
10/12/2020,5355329,0,0,6030,1600,5000,597358,17595,1075319,0,328015,0,38470,32283,383083,54680,2,0,742546,0,0,1894,0,36248,951716,539409,0,5763,0,2150,18493,0,238223,147905,131545,0,5355329,0,0,0,156963,229,0,497552,26241,1010048,0,138805,0,2675,567,315836,168305,0,0,0,1516416,0,0,6805,0,0,47035,128495,881510,0,6317,0,1792,2000,735,0,219711,81975,140815,4500
11/12/2020,6573805,0,1,86202,3000,0,441540,0,1095582,0,251280,0,27968,30195,306275,39751,0,0,938339,0,0,4761,0,87148,2084115,615039,0,55402,5120,0,23966,16000,216717,227552,7700,10150,6573805,0,0,0,1079553,35,550,677367,9364,1089227,0,153097,0,3020,7031,317748,273461,0,0,0,1512817,1,0,2375,0,0,81148,289058,794442,0,7289,0,0,0,2253,90,168114,101822,1914,2030
12/12/2020,4837947,0,0,86207,0,0,102274,19036,850095,0,71283,0,51325,1,282881,35002,0,0,833973,0,0,849,0,30624,1685347,466871,0,6661,1500,0,31694,600,173811,107371,542,0,4837947,0,0,0,973366,1850,0,434302,12389,929579,0,210607,0,620,1,340640,158905,0,0,0,1290175,0,0,23780,0,0,31905,170134,88198,0,300,0,0,0,403,0,89968,71724,9100,0
